Year	Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
1900	Knae	I	0723	Zokoknerr	B544144-4	 	Lo 		400	NaVa	F5 V	{ -1 }	(600+1)	[1175]	B	0	6

1105	Knae	I	0724	Thueakue	C887445-6	 	Ga Ni Pa 		902	VK	M8 V	{ 0 }	(534-4)	[]	Bc	0	0
1201	Knae	I	0724	Thueakue	D88747A-4	 	Ga Ni Pa 		502	VK	M8 V	{ -3 }	(530+1)	[4196]	Bc	0	15
1447	Knae	I	0724	Thueakue	D887000-4	 	Di Ga 		002	Wild	M8 V	{ -3 }	(500-2)	[0000]	B	0	-10
1508	Knae	I	0724	Thueakue	D887000-4	 	Di Ga 		002	Wild	M8 V	{ -3 }	(500+2)	[0000]	B	0	10
1900	Knae	I	0724	Thueakue	D887000-4	 	Di Ga 		002	NaVa	M8 V	{ -3 }	(500+1)	[0000]	B	0	5

1105	Knae	I	0727	Kseksukoae	A413300-A	 	Ic Lo 		103	VK	G8 V	{ 0 }	(A20+3)	[]	B	0	0
1201	Knae	I	0727	Kseksukoae	X413000-A	 	Di Ic 		003	VK	G8 V	{ -1 }	(A00+1)	[0000]	B	0	10
1447	Knae	I	0727	Kseksukoae	X413000-A	 	Di Ic 		003	Wild	G8 V	{ -1 }	(A00+1)	[0000]	B	0	10
1508	Knae	I	0727	Kseksukoae	X413000-A	 	Di Ic 		003	Wild	G8 V	{ -1 }	(A00+1)	[0000]	B	0	10
1900	Knae	I	0727	Kseksukoae	C413ACA-8	 	Hi Ic Na In 		803	NaVa	G8 V	{ 1 }	(A96+5)	[CB4A]	BE	0	2700

1105	Knae	I	0728	Dhudzzugh	C554121-7	 	Lo 		536	VK	K3 V M1 V	{ 0 }	(600-2)	[]	B	0	0
1201	Knae	I	0728	Dhudzzugh	E55437C-6	 	Lo 		736	VK	K3 V M1 V	{ -3 }	(620-3)	[217B]	B	0	-36
1447	Knae	I	0728	Dhudzzugh	E554000-6	 	Di 		036	Wild	K3 V M1 V	{ -3 }	(600+3)	[0000]	B	0	18
1508	Knae	I	0728	Dhudzzugh	E554000-6	 	Di 		036	Wild	K3 V M1 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	I	0728	Dhudzzugh	B554245-9	 	Lo 		336	NaVa	K3 V M1 V	{ 0 }	(F10+1)	[1296]	B	0	15

1105	Knae	I	0730	Llaknurroen	E455648-3	 	Ag Ni 		503	Ve	F0 V M2 V	{ 0 }	(C56+1)	[]	BC	0	0
1201	Knae	I	0730	Llaknurroen	X455676-3	 	Ag Ni 	B	603	Ve	F0 V M2 V	{ -2 }	(C50+4)	[1461]	BC	0	240
1447	Knae	I	0730	Llaknurroen	X455543-0	 	Ag Ni 		303	Wild	F0 V M2 V	{ -2 }	(C41+1)	[7324]	BC	0	48
1508	Knae	I	0730	Llaknurroen	X455530-0	 	Ag Ni 		403	Wild	F0 V M2 V	{ -2 }	(C40+1)	[6312]	BC	0	48
1900	Knae	I	0730	Llaknurroen	A455675-9	 	Ag Ni 		203	NaVa	F0 V M2 V	{ 1 }	(F53+1)	[3749]	BC	0	225

1105	Knae	M	0734	Lloesozu	C678569-4	 	Ag Ni 		604	Ve	G4 V	{ 0 }	(246+1)	[]	BC	0	0
1201	Knae	M	0734	Lloesozu	E678541-2	 	Ag Ni 	B	404	Ve	G4 V	{ -2 }	(240-3)	[A333]	BC	0	-24
1447	Knae	M	0734	Lloesozu	E678000-2	 	Di 		004	Wild	G4 V	{ -3 }	(200+1)	[0000]	B	0	2
1508	Knae	M	0734	Lloesozu	E678000-2	 	Di 		004	Wild	G4 V	{ -3 }	(200-1)	[0000]	B	0	-2
1900	Knae	M	0734	Lloesozu	C678996-5	 	Hi In 		904	NaVa	G4 V	{ 1 }	(289-3)	[7A71]	BE	0	-432

1105	Knae	M	0735	Suerrarrall	C85A79E-5	 	Wa 		403	Ve	F3 V M7 V	{ 0 }	(466-3)	[]	B	0	0
1201	Knae	M	0735	Suerrarrall	E85A786-5	 	Wa 	B	503	Ve	F3 V M7 V	{ -2 }	(465+1)	[7516]	B	0	120
1447	Knae	M	0735	Suerrarrall	E85A743-1	 	Wa 		203	Wild	F3 V M7 V	{ -2 }	(465+3)	[6571]	B	0	360
1508	Knae	M	0735	Suerrarrall	E85A788-2	 	Wa 		103	Wild	F3 V M7 V	{ -2 }	(463+1)	[6546]	B	0	72
1900	Knae	M	0735	Suerrarrall	D85A000-2	 	Di Wa 		003	NaVa	F3 V M7 V	{ -3 }	(400-1)	[0000]	B	0	-4

1105	Knae	M	0736	Rrangaesgza	B100588-C	 	Ni Va 		204	Ve	M6 V M8 V	{ 0 }	(D41+1)	[]	B	0	0
1201	Knae	M	0736	Rrangaesgza	X100000-C	 	Di Va 		004	Ve	M6 V M8 V	{ -1 }	(D00+1)	[0000]	B	0	13
1447	Knae	M	0736	Rrangaesgza	X100000-C	 	Di Va 		004	Wild	M6 V M8 V	{ -1 }	(D00-5)	[0000]	B	0	-65
1508	Knae	M	0736	Rrangaesgza	X100000-C	 	Di Va 		004	Wild	M6 V M8 V	{ -1 }	(D00+4)	[0000]	B	0	52
1900	Knae	M	0736	Rrangaesgza	B100537-C	 	Ni Va 		204	NaVa	M6 V M8 V	{ 1 }	(D45+4)	[664B]	B	0	1040

1105	Knae	M	0739	Vakakiza	C422532-8	 	He Ni Po 		523	Ve	G7 V	{ 0 }	(G42+2)	[]	B	0	0
1201	Knae	M	0739	Vakakiza	X422000-8	 	Di He Po 		023	Ve	G7 V	{ -3 }	(G00+1)	[0000]	B	0	16
1447	Knae	M	0739	Vakakiza	X422000-8	 	Di He Po 		023	Wild	G7 V	{ -3 }	(G00-1)	[0000]	B	0	-16
1508	Knae	M	0739	Vakakiza	X422000-8	 	Di He Po 		023	Wild	G7 V	{ -3 }	(G00-1)	[0000]	B	0	-16
1900	Knae	M	0739	Vakakiza	C4227CA-7	 	He Na Pi Po 		223	NaVa	G7 V	{ -1 }	(B6B+3)	[965A]	BD	0	2178

1105	Knae	M	0740	Koufakhoog	C22049B-B	 	De Ni Po 		430	Ve	M1 V	{ 0 }	(D33+1)	[]	B	0	0
1201	Knae	M	0740	Koufakhoog	X220000-B	 	De Di Po 		030	Ve	M1 V	{ -1 }	(D00-4)	[0000]	B	0	-52
1447	Knae	M	0740	Koufakhoog	X220000-B	 	De Di Po 		030	Wild	M1 V	{ -1 }	(D00+1)	[0000]	B	0	13
1508	Knae	M	0740	Koufakhoog	X220000-B	 	De Di Po 		030	Wild	M1 V	{ -1 }	(D00-1)	[0000]	B	0	-13
1900	Knae	M	0740	Koufakhoog	B220756-D	 	De Na Pi Po 		730	NaVa	M1 V	{ 2 }	(D67-2)	[698E]	BD	0	-1092

1105	Knae	A	0801	Taekhi	C444100-7	 	Lo 		512	Va	K5 V M7 V	{ 0 }	(B00-1)	[]	B	0	0
1201	Knae	A	0801	Taekhi	E444114-3	 	Lo 		212	Va	K5 V M7 V	{ -3 }	(B00-3)	[2121]	B	0	-33
1447	Knae	A	0801	Taekhi	E444000-3	 	Di 		012	Wild	K5 V M7 V	{ -3 }	(B00-3)	[0000]	B	0	-33
1508	Knae	A	0801	Taekhi	E444000-3	 	Di 		012	Wild	K5 V M7 V	{ -3 }	(B00-1)	[0000]	B	0	-11
1900	Knae	A	0801	Taekhi	E444676-3	 	Ag Ni 		912	NaVa	K5 V M7 V	{ -2 }	(B50-3)	[A421]	BC	0	-165

1105	Knae	A	0804	Gzaeghzaa	B6735AE-8	 	Ni 		110	Va	F9 V	{ 0 }	(644-1)	[]	B	0	0
1201	Knae	A	0804	Gzaeghzaa	X67347C-5	 	Ni 	B	610	Va	F9 V	{ -3 }	(530-2)	[4186]	B	0	-30
1447	Knae	A	0804	Gzaeghzaa	X673000-5	 	Di 		010	Wild	F9 V	{ -3 }	(500+1)	[0000]	B	0	5
1508	Knae	A	0804	Gzaeghzaa	X673000-5	 	Di 		010	Wild	F9 V	{ -3 }	(500+3)	[0000]	B	0	15
1900	Knae	A	0804	Gzaeghzaa	D673874-3	 	Ph Pi 		610	NaVa	F9 V	{ -2 }	(574+2)	[6664]	BDe	0	280

1105	Knae	A	0807	Oldusasghirz	C120743-6	 	De Na Pi Po 		626	Va	M5 V M8 V	{ 0 }	(76A+2)	[]	BD	0	0
1201	Knae	A	0807	Oldusasghirz	X120000-6	 	De Di Na Pi Po 		026	Va	M5 V M8 V	{ -3 }	(700-3)	[0000]	BD	0	-21
1447	Knae	A	0807	Oldusasghirz	X120000-6	 	De Di Na Pi Po 		026	Wild	M5 V M8 V	{ -3 }	(700+2)	[0000]	BD	0	14
1508	Knae	A	0807	Oldusasghirz	X120000-6	 	De Di Po 		026	Wild	M5 V M8 V	{ -3 }	(700+2)	[0000]	B	0	14
1900	Knae	A	0807	Oldusasghirz	B120756-9	 	De Na Pi Po 		626	NaVa	M5 V M8 V	{ 1 }	(F6D+1)	[C847]	BD	0	1170

1105	Knae	A	0808	Aedo	A6A0679-7	 	He Ni 		400	Va	M7 V	{ 0 }	(255+1)	[]	B	0	0
1201	Knae	A	0808	Aedo	X6A0000-7	 	Di He 		000	Va	M7 V	{ -3 }	(200-5)	[0000]	B	0	-10
1447	Knae	A	0808	Aedo	X6A0000-7	 	Di He 		000	Wild	M7 V	{ -3 }	(200-3)	[0000]	B	0	-6
1508	Knae	A	0808	Aedo	X6A0000-7	 	Di He 		000	Wild	M7 V	{ -3 }	(200+1)	[0000]	B	0	2
1900	Knae	A	0808	Aedo	C6A0979-5	 	He Hi In 		800	NaVa	M7 V	{ 1 }	(28A+3)	[CA82]	BE	0	480

1105	Knae	A	0809	Thatsae	CA9A654-4	 	Ni Oc 		605	Va	F8 V M4 V	{ 0 }	(B56-1)	[]	B	0	0
1201	Knae	A	0809	Thatsae	EA9A8BA-4	 	Oc Ph Pi 	B	705	Va	F8 V M4 V	{ -2 }	(B76+5)	[A661]	BDe	0	2310
1447	Knae	A	0809	Thatsae	EA9A000-4	 	Di Oc Pi 		005	Wild	F8 V M4 V	{ -3 }	(B00+3)	[0000]	BD	0	33
1508	Knae	A	0809	Thatsae	EA9A000-4	 	Di Oc 		005	Wild	F8 V M4 V	{ -3 }	(B00+1)	[0000]	B	0	11
1900	Knae	A	0809	Thatsae	EA9A320-2	 	Lo Oc 		205	NaVa	F8 V M4 V	{ -3 }	(B20+3)	[3187]	B	0	66

1105	Knae	E	0819	Knuekes	B110543-B	 	Ni 		726	VK	K8 V M0 V	{ 0 }	(D45+1)	[]	B	0	0
1201	Knae	E	0819	Knuekes	X110000-B	 	Di 		026	VK	K8 V M0 V	{ -1 }	(D00-4)	[0000]	B	0	-52
1447	Knae	E	0819	Knuekes	X110000-B	 	Di 		026	Wild	K8 V M0 V	{ -1 }	(D00+5)	[0000]	B	0	65
1508	Knae	E	0819	Knuekes	X110000-B	 	Di 		026	Wild	K8 V M0 V	{ -1 }	(D00+1)	[0000]	B	0	13
1900	Knae	E	0819	Knuekes	B110522-B	 	Ni 		226	NaVa	K8 V M0 V	{ 1 }	(D43+1)	[365B]	B	0	156

1105	Knae	I	0823	Zinoea	D300236-4	 	Lo Va 		912	VK	G1 V M8 V	{ 0 }	(810+2)	[]	B	0	0
1201	Knae	I	0823	Zinoea	X300000-4	 	Di Va 		012	VK	G1 V M8 V	{ -3 }	(800+1)	[0000]	B	0	8
1447	Knae	I	0823	Zinoea	X300000-4	 	Di Va 		012	Wild	G1 V M8 V	{ -3 }	(800-5)	[0000]	B	0	-40
1508	Knae	I	0823	Zinoea	X300000-4	 	Di Va 		012	Wild	G1 V M8 V	{ -3 }	(800+1)	[0000]	B	0	8
1900	Knae	I	0823	Zinoea	E300420-4	 	Ni Va 		212	NaVa	G1 V M8 V	{ -3 }	(830+4)	[2155]	B	0	96

1105	Knae	I	0824	Rruvodzu	C99A861-7	 	Cy Ph Pi Wa 		432	VK	M6 V M6 V	{ 0 }	(777-1)	[]	BDe	0	0
1201	Knae	I	0824	Rruvodzu	E99A77C-7	 	Pi Wa 	B	532	VK	M6 V M6 V	{ -2 }	(769-1)	[7556]	BD	0	-378
1447	Knae	I	0824	Rruvodzu	E99A777-3	 	Pi Wa 		232	Wild	M6 V M6 V	{ -2 }	(769+2)	[2561]	BD	0	756
1508	Knae	I	0824	Rruvodzu	E99A7AE-4	 	Pi Wa 		332	Wild	M6 V M6 V	{ -2 }	(764+4)	[4581]	BD	0	672
1900	Knae	I	0824	Rruvodzu	B99A420-A	 	Ni Wa 		332	NaVa	M6 V M6 V	{ 1 }	(C36+3)	[158D]	B	0	648

1105	Knae	I	0825	Oegturr	C653579-5	 	Ni Po 		805	VK	M1 V M6 V	{ 0 }	(945-2)	[]	B	0	0
1201	Knae	I	0825	Oegturr	E653551-4	 	Ni Po 	B	505	VK	M1 V M6 V	{ -3 }	(942-2)	[5282]	B	0	-144
1447	Knae	I	0825	Oegturr	E653512-1	 	Ni Po 		205	Wild	M1 V M6 V	{ -3 }	(942+3)	[9252]	B	0	216
1508	Knae	I	0825	Oegturr	E653543-2	 	Ni Po 		105	Wild	M1 V M6 V	{ -3 }	(943-1)	[7247]	B	0	-108
1900	Knae	I	0825	Oegturr	A65349B-9	 	Ni Po 		905	NaVa	M1 V M6 V	{ 0 }	(E33-2)	[3457]	B	0	-252

1105	Knae	I	0826	Dzaekang	C895778-3	 	Ag Pi 		401	VK	F5 V	{ 0 }	(568+4)	[]	BCD	0	0
1201	Knae	I	0826	Dzaekang	E895744-0	 	Ag Pi 	B	501	VK	F5 V	{ -1 }	(562-3)	[8664]	BCD	0	-180
1447	Knae	I	0826	Dzaekang	E895000-0	 	Ba Pi 		001	Wild	F5 V	{ -3 }	(500+3)	[0000]	BD	0	15
1508	Knae	I	0826	Dzaekang	E895000-0	 	Ba 		001	Wild	F5 V	{ -3 }	(500+1)	[0000]	B	0	5
1900	Knae	I	0826	Dzaekang	C895695-3	 	Ag Ni 		501	NaVa	F5 V	{ -1 }	(555-3)	[6533]	BC	0	-375

1105	Knae	M	0832	Osknuengaegz	C610000-7	 	Di 		204	Ve	K0 V	{ 0 }	(900-1)	[]	B	0	0
1201	Knae	M	0832	Osknuengaegz	X610000-7	 	Di 		004	Ve	K0 V	{ -3 }	(900-2)	[0000]	B	0	-18
1447	Knae	M	0832	Osknuengaegz	X610000-7	 	Di 		004	Wild	K0 V	{ -3 }	(900-3)	[0000]	B	0	-27
1508	Knae	M	0832	Osknuengaegz	X610000-7	 	Di 		004	Wild	K0 V	{ -3 }	(900-3)	[0000]	B	0	-27
1900	Knae	M	0832	Osknuengaegz	B610200-E	 	Lo 		204	NaVa	K0 V	{ 1 }	(D11+5)	[134G]	B	0	65

1105	Knae	M	0835	Guedogue	C8D0976-7	 	Hi 		820	Ve	F8 V M5 V	{ 0 }	(987-1)	[]	BE	0	0
1201	Knae	M	0835	Guedogue	X8D0000-7	 	Di 		020	Ve	F8 V M5 V	{ -3 }	(900+1)	[0000]	B	0	9
1447	Knae	M	0835	Guedogue	X8D0000-7	 	Di 		020	Wild	F8 V M5 V	{ -3 }	(900-1)	[0000]	B	0	-9
1508	Knae	M	0835	Guedogue	X8D0000-7	 	Di 		020	Wild	F8 V M5 V	{ -3 }	(900-2)	[0000]	B	0	-18
1900	Knae	M	0835	Guedogue	B8D08CB-7	 	Ph 		420	NaVa	F8 V M5 V	{ 0 }	(978+1)	[4858]	Be	0	504

1105	Knae	M	0836	Aezo	C5757CA-4	 	Ag Pi 		300	Ve	F9 V	{ 0 }	(668+1)	[]	BCD	0	0
1201	Knae	M	0836	Aezo	E575788-3	 	Ag Pi 	B	400	Ve	F9 V	{ -1 }	(669+1)	[8644]	BCD	0	324
1447	Knae	M	0836	Aezo	E575000-3	 	Di Pi 		000	Wild	F9 V	{ -3 }	(600+2)	[0000]	BD	0	12
1508	Knae	M	0836	Aezo	E575000-3	 	Di 		000	Wild	F9 V	{ -3 }	(600-1)	[0000]	B	0	-6
1900	Knae	M	0836	Aezo	B5758CE-6	 	Pa Pi Ph 		900	NaVa	F9 V	{ 0 }	(672-4)	[4858]	BcDe	0	-336

1105	Knae	M	0838	Zuesuksueks	D382312-5	 	Lo 		522	Ve	F9 V	{ 0 }	(A20-2)	[]	B	0	0
1201	Knae	M	0838	Zuesuksueks	X382226-2	 	Lo 		622	Ve	F9 V	{ -3 }	(A10-3)	[2125]	B	0	-30
1447	Knae	M	0838	Zuesuksueks	X382000-2	 	Di 		022	Wild	F9 V	{ -3 }	(A00+1)	[0000]	B	0	10
1508	Knae	M	0838	Zuesuksueks	X382000-2	 	Di 		022	Wild	F9 V	{ -3 }	(A00+1)	[0000]	B	0	10
1900	Knae	M	0838	Zuesuksueks	D382988-6	 	Hi Pr 		722	NaVa	F9 V	{ -1 }	(A85+1)	[6895]	BcE	0	400

1105	Knae	B	0904	Dharrgidza	C330522-5	 	De Ni Po 		242	Va	F1 V M8 V F8 V M3 V	{ 0 }	(842-4)	[]	B	0	0
1201	Knae	B	0904	Dharrgidza	X330000-5	 	De Di Po 		042	Va	F1 V M8 V F8 V M3 V	{ -3 }	(800+1)	[0000]	B	0	8
1447	Knae	B	0904	Dharrgidza	X330000-5	 	De Di Po 		042	Wild	F1 V M8 V F8 V M3 V	{ -3 }	(800+5)	[0000]	B	0	40
1508	Knae	B	0904	Dharrgidza	X330000-5	 	De Di Po 		042	Wild	F1 V M8 V F8 V M3 V	{ -3 }	(800+2)	[0000]	B	0	16
1900	Knae	B	0904	Dharrgidza	C330255-6	 	De Lo Po 		342	NaVa	F1 V M8 V F8 V M3 V	{ -2 }	(810+2)	[1126]	B	0	16

1105	Knae	B	0907	Ghaeko	D210876-7	 	Na Pi Ph 		213	Va	F4 V	{ 0 }	(678-5)	[]	BDe	0	0
1201	Knae	B	0907	Ghaeko	X210000-7	 	Di Na Pi 		013	Va	F4 V	{ -3 }	(600-2)	[0000]	BD	0	-12
1447	Knae	B	0907	Ghaeko	X210000-7	 	Di Na Pi 		013	Wild	F4 V	{ -3 }	(600+1)	[0000]	BD	0	6
1508	Knae	B	0907	Ghaeko	X210000-7	 	Di 		013	Wild	F4 V	{ -3 }	(600+4)	[0000]	B	0	24
1900	Knae	B	0907	Ghaeko	B21069C-B	 	Na Ni 		513	NaVa	F4 V	{ 1 }	(A53+1)	[8769]	B	0	150

1105	Knae	B	0908	Ueghzang	C251866-2	 	Ph Po 		210	Va	F3 V	{ 0 }	(677+2)	[]	Be	0	0
1201	Knae	B	0908	Ueghzang	E25167B-2	 	Ni Po 	B	310	Va	F3 V	{ -3 }	(651+1)	[B333]	B	0	30
1447	Knae	B	0908	Ueghzang	E2515AA-0	 	Ni Po 		110	Wild	F3 V	{ -3 }	(640-2)	[5231]	B	0	-48
1508	Knae	B	0908	Ueghzang	E251578-0	 	Ni Po 		210	Wild	F3 V	{ -3 }	(642+2)	[5251]	B	0	96
1900	Knae	B	0908	Ueghzang	B251615-4	 	Ni Po 		810	NaVa	F3 V	{ -1 }	(653+1)	[7545]	B	0	90

1105	Knae	F	0911	Faefazoo	B320743-A	 	De He Na Pi Po 		502	Va	F8 V M5 V	{ 0 }	(86C+1)	[]	BD	0	0
1201	Knae	F	0911	Faefazoo	X320000-A	 	De He Di Na Pi Po 		002	Va	F8 V M5 V	{ -1 }	(800-1)	[0000]	BD	0	-8
1447	Knae	F	0911	Faefazoo	X320000-A	 	De He Di Na Pi Po 		002	Wild	F8 V M5 V	{ -1 }	(800+5)	[0000]	BD	0	40
1508	Knae	F	0911	Faefazoo	X320000-A	 	De He Di Po 		002	Wild	F8 V M5 V	{ -1 }	(800+4)	[0000]	B	0	32
1900	Knae	F	0911	Faefazoo	C3208BA-8	 	De He Na Pi Po Ph 		202	NaVa	F8 V M5 V	{ -1 }	(873-1)	[678B]	BDe	0	-168

1105	Knae	F	0913	Kaaetue	C411340-5	 	Ic Lo 		301	VK	M2 V	{ 0 }	(720+1)	[]	B	0	0
1201	Knae	F	0913	Kaaetue	X411000-5	 	Di Ic 		001	VK	M2 V	{ -3 }	(700+1)	[0000]	B	0	7
1447	Knae	F	0913	Kaaetue	X411000-5	 	Di Ic 		001	Wild	M2 V	{ -3 }	(700-1)	[0000]	B	0	-7
1508	Knae	F	0913	Kaaetue	X411000-5	 	Di Ic 		001	Wild	M2 V	{ -3 }	(700+3)	[0000]	B	0	21
1900	Knae	F	0913	Kaaetue	C411672-4	 	Ic Na Ni 		801	NaVa	M2 V	{ -2 }	(752+1)	[5425]	B	0	70

1105	Knae	F	0917	Tsaedukho	C454643-5	 	Ag Ni 		900	VK	F9 V	{ 0 }	(956+1)	[]	BC	0	0
1201	Knae	F	0917	Tsaedukho	E45479D-5	 	Ag 		100	VK	F9 V	{ -1 }	(96A+1)	[A644]	BC	0	540
1447	Knae	F	0917	Tsaedukho	E454620-1	 	Ag Ni 		500	Wild	F9 V	{ -2 }	(950-3)	[84A6]	BC	0	-135
1508	Knae	F	0917	Tsaedukho	E454675-2	 	Ag Ni 		400	Wild	F9 V	{ -2 }	(954-2)	[5445]	BC	0	-360
1900	Knae	F	0917	Tsaedukho	B45469A-7	 	Ag Ni 		500	NaVa	F9 V	{ 0 }	(952-3)	[5645]	BC	0	-270

1105	Knae	F	0918	Gnua	B6A0310-6	 	He Lo 		202	VK	M6 V	{ 0 }	(220+3)	[]	B	0	0
1201	Knae	F	0918	Gnua	X6A0000-6	 	Di He 		002	VK	M6 V	{ -3 }	(200-1)	[0000]	B	0	-2
1447	Knae	F	0918	Gnua	X6A0000-6	 	Di He 		002	Wild	M6 V	{ -3 }	(200+4)	[0000]	B	0	8
1508	Knae	F	0918	Gnua	X6A0000-6	 	Di He 		002	Wild	M6 V	{ -3 }	(200-5)	[0000]	B	0	-10
1900	Knae	F	0918	Gnua	B6A0688-5	 	He Ni 		702	NaVa	M6 V	{ -1 }	(251-4)	[A558]	B	0	-40

1105	Knae	J	0922	Garounuek	C557555-6	 	Ag Ni 		902	VK	F4 V	{ 0 }	(442+1)	[]	BC	0	0
1201	Knae	J	0922	Garounuek	E557587-5	 	Ag Ni 		502	VK	F4 V	{ -2 }	(444-4)	[1313]	BC	0	-256
1447	Knae	J	0922	Garounuek	E557447-1	 	Ni Pa 		202	Wild	F4 V	{ -3 }	(433+1)	[5191]	Bc	0	36
1508	Knae	J	0922	Garounuek	E557400-3	 	Ni Pa 		302	Wild	F4 V	{ -3 }	(432-2)	[6143]	Bc	0	-48
1900	Knae	J	0922	Garounuek	D557353-4	 	Lo 		502	NaVa	F4 V	{ -3 }	(420+1)	[1145]	B	0	8

1105	Knae	J	0923	Taegharoulo	C575369-9	 	Lo 		412	VK	F5 V M4 V	{ 0 }	(620-3)	[]	B	0	0
1201	Knae	J	0923	Taegharoulo	X575131-2	 	Lo 	B	612	VK	F5 V M4 V	{ -3 }	(300+1)	[11A1]	B	0	3
1447	Knae	J	0923	Taegharoulo	X575000-2	 	Di 		012	Wild	F5 V M4 V	{ -3 }	(300+1)	[0000]	B	0	3
1508	Knae	J	0923	Taegharoulo	X575000-2	 	Di 		012	Wild	F5 V M4 V	{ -3 }	(300-2)	[0000]	B	0	-6
1900	Knae	J	0923	Taegharoulo	A575102-E	 	Lo 		412	NaVa	F5 V M4 V	{ 1 }	(601-1)	[126C]	B	0	-6

1105	Knae	J	0924	Aezonneng	AA8A674-A	 	Ni Oc Ri 		423	VK	M1 V M4 V	{ 0 }	(C51+4)	[]	BC	0	0
1201	Knae	J	0924	Aezonneng	CA8A172-7	 	Lo Oc 		723	VK	M1 V M4 V	{ -2 }	(700-5)	[4126]	B	0	-35
1447	Knae	J	0924	Aezonneng	XA8A000-7	 	Di Oc 		023	Wild	M1 V M4 V	{ -3 }	(700-1)	[0000]	B	0	-7
1508	Knae	J	0924	Aezonneng	XA8A000-7	 	Di Oc 		023	Wild	M1 V M4 V	{ -3 }	(700+3)	[0000]	B	0	21
1900	Knae	J	0924	Aezonneng	DA8AABC-8	 	Hi Oc 		323	NaVa	M1 V M4 V	{ -1 }	(C96+1)	[A948]	BE	0	648

1105	Knae	J	0926	Leaefazae	E768462-6	 	Ni Pa 		903	VK	K8 V	{ 0 }	(931+1)	[]	Bc	0	0
1201	Knae	J	0926	Leaefazae	X768452-4	 	Ni Pa 	B	503	VK	K8 V	{ -3 }	(932-2)	[4176]	Bc	0	-108
1447	Knae	J	0926	Leaefazae	X768000-4	 	Di 		003	Wild	K8 V	{ -3 }	(900+1)	[0000]	B	0	9
1508	Knae	J	0926	Leaefazae	X768000-4	 	Di 		003	Wild	K8 V	{ -3 }	(900+5)	[0000]	B	0	45
1900	Knae	J	0926	Leaefazae	B768651-A	 	Ag Ri Ni 		303	NaVa	K8 V	{ 3 }	(C59+2)	[497F]	BC	0	1080

1105	Knae	J	0928	Kazudou	C473464-A	 	Ni 		614	VK	F3 V M2 V F3 V M0 V M5 V	{ 0 }	(B36+1)	[]	B	0	0
1201	Knae	J	0928	Kazudou	X473440-6	 	Ni 		414	VK	F3 V M2 V F3 V M0 V M5 V	{ -3 }	(631-4)	[4166]	B	0	-72
1447	Knae	J	0928	Kazudou	X473000-6	 	Di 		014	Wild	F3 V M2 V F3 V M0 V M5 V	{ -3 }	(600-2)	[0000]	B	0	-12
1508	Knae	J	0928	Kazudou	X473000-6	 	Di 		014	Wild	F3 V M2 V F3 V M0 V M5 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	J	0928	Kazudou	B473779-B	 	Pi 		214	NaVa	F3 V M2 V F3 V M0 V M5 V	{ 2 }	(B67-5)	[B95G]	BD	0	-2310

1105	Knae	N	0931	Ungvuekong	B372334-7	 	He Lo 		904	Ve	K9 V M4 V	{ 0 }	(520-3)	[]	B	0	0
1201	Knae	N	0931	Ungvuekong	D372133-6	 	He Lo 		204	Ve	K9 V M4 V	{ -3 }	(500+2)	[1129]	B	0	10
1447	Knae	N	0931	Ungvuekong	D372000-6	 	Di He 		004	Wild	K9 V M4 V	{ -3 }	(500-4)	[0000]	B	0	-20
1508	Knae	N	0931	Ungvuekong	D372000-6	 	Di He 		004	Wild	K9 V M4 V	{ -3 }	(500-2)	[0000]	B	0	-10
1900	Knae	N	0931	Ungvuekong	B37247B-7	 	He Ni 		704	NaVa	K9 V M4 V	{ -1 }	(530+1)	[5335]	B	0	15

1105	Knae	B	1009	Kerozodzaks	E10056B-7	 	Ni Va 		101	Va	F7 V M5 V	{ 0 }	(943-3)	[]	B	0	0
1201	Knae	B	1009	Kerozodzaks	X100000-7	 	Di Va 		001	Va	F7 V M5 V	{ -3 }	(900+3)	[0000]	B	0	27
1447	Knae	B	1009	Kerozodzaks	X100000-7	 	Di Va 		001	Wild	F7 V M5 V	{ -3 }	(900+4)	[0000]	B	0	36
1508	Knae	B	1009	Kerozodzaks	X100000-7	 	Di Va 		001	Wild	F7 V M5 V	{ -3 }	(900+4)	[0000]	B	0	36
1900	Knae	B	1009	Kerozodzaks	B100675-A	 	Na Ni Va 		601	NaVa	F7 V M5 V	{ 1 }	(A54+1)	[5769]	B	0	200

1105	Knae	F	1014	Fuzou	C611698-9	 	Ic Na Ni 		223	VK	M8 V	{ 0 }	(D53+1)	[]	B	0	0
1201	Knae	F	1014	Fuzou	X611000-9	 	Di Ic Na 		023	VK	M8 V	{ -2 }	(D00+2)	[0000]	B	0	26
1447	Knae	F	1014	Fuzou	X611000-9	 	Di Ic Na 		023	Wild	M8 V	{ -2 }	(D00+1)	[0000]	B	0	13
1508	Knae	F	1014	Fuzou	X611000-9	 	Di Ic 		023	Wild	M8 V	{ -2 }	(D00-2)	[0000]	B	0	-26
