Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
2231	Arehesal	A530758-E	De Na Po	{ 2 }	(A6A-2)	[393B]	-	T	-	204	9	AsT3	K6 V
2232	Yaaai	B787312-B	Ga Lo	{ 1 }	(C21-3)	[245F]	-	R	-	222	11	AsVc	G9 V M4 V
2235	Uiawaowaikh	A88A887-E	Ph Ri Wa	{ 3 }	(27C-1)	[BB3J]	-	T	-	600	9	AsT4	K7 V M1 V
2240	Ktyo	AA6A649-D	Ni Oc Ri	{ 3 }	(559-1)	[697E]	-	RT	-	200	11	AsTv	G6 V
2335	Htehtireali	B685483-B	Ga Ni Pa Ho Tr	{ 1 }	(932+4)	[2598]	-	R	-	600	4	AsWc	G9 V
2338	Aokteata'	A784974-D	Hi Pr Fr Lk Sa	{ 3 }	(B8A-2)	[5C8G]	-	R	-	214	14	AsSc	M2 V
2339	Heaaoireah	A5745A5-D	Ag Ni Ho Lk Sa	{ 2 }	(A47+1)	[2778]	-	R	-	604	14	AsVc	G0 V G3 V
2340	Waowirl	A513972-E	Hi Ic In Na Tz	{ 4 }	(68B+1)	[9C59]	-	T	-	120	12	AsSc	M2 V M4 V
2432	Elilr	A525896-D	Ph Pi	{ 2 }	(978-1)	[9A8F]	-	R	-	114	14	AsMw	F7 V F8 V
2440	Htehkea	AAC5687-A	Fl Ni Ho	{ 1 }	(452+1)	[8718]	-	-	-	300	7	AsVc	G7 V
2532	Eawurl	C645452-A	Ni Pa	{ 0 }	(B36-1)	[9518]	-	R	-	512	10	AsVc	G9 V
2534	Khtite	C650361-9	De Lo Po Co Tz O:2235	{ -1 }	(F20+4)	[546C]	-	-	-	223	14	AsT4	M2 V M5 V
2631	Eaakh	A840646-C	De He Ni Po Co	{ 1 }	(C57-2)	[877B]	-	-	-	713	14	AsT9	G8 V
2633	Khtya	C100394-B	Lo Va Sa	{ 0 }	(A20-3)	[147D]	-	T	-	104	13	AsT6	G9 V M2 V
2635	Kyowaserl	D310161-9	Lo O:2637	{ -2 }	(E00-1)	[324C]	-	-	-	913	11	AsVc	G8 V K4 V
2637	Reaaaaer	B4137A5-C	Ic Na Pi	{ 2 }	(E67-2)	[A937]	-	-	-	504	14	AsVc	F1 V
2638	Hkeilro	A58055A-E	De Ni Pr	{ 1 }	(347+2)	[763G]	-	R	-	300	9	AsTv	G9 V
2732	Eateakhui	A5A2A74-D	Fl He Hi In	{ 4 }	(E9B+5)	[5E8A]	-	-	-	404	8	AsSc	K9 V
2735	Aoefariyle	B200897-C	Na Ph Pi Va	{ 2 }	(B7C+1)	[DA5C]	-	-	-	404	17	AsWc	K5 V K5 V
2736	Tiyrarl	BAD6673-B	Ni	{ 1 }	(D55-1)	[177A]	-	T	-	104	10	AsSc	G6 V
2838	Earlaiyalroi	A51058C-D	Ni Tz Da	{ 1 }	(D42+1)	[167D]	-	T	A	102	14	AsTv	M1 V
2934	Ktasyestioa	B524588-C	Ni Px Co Tz	{ 1 }	(745-3)	[26AE]	-	R	-	614	17	AsVc	M3 V
2935	Alea'urliyha	BAD8543-A	Ni Tz	{ 1 }	(843-1)	[468E]	-	-	-	703	9	AsT1	M0 V M2 V M2 V
2939	Eawea'	D687386-7	Ga Lo	{ -3 }	(B20+1)	[1468]	-	-	-	110	11	AsVc	G0 V
2940	Ehfaokharle'	A515459-B	Ic Ni Tz	{ 1 }	(B34-2)	[455B]	-	R	-	104	12	AsVc	M1 V
3033	Ireaois	B310798-C	Na Pi Lk Sa	{ 2 }	(F67-2)	[692D]	-	R	-	524	15	AsVc	K3 V
3037	Foakheyo	C786396-9	Ga Lo Ho Tr	{ -1 }	(420-4)	[3469]	-	R	-	600	9	AsTv	G2 V
3038	Hwai	C789858-A	Ph Ri Tz	{ 2 }	(E7E-3)	[9B19]	-	R	-	414	10	AsWc	M2 V M5 V
3131	Aoserleyela	B520597-C	De He Ni Po Tz	{ 1 }	(C43+5)	[764C]	-	-	-	113	15	AsWc	M2 V
3133	Eikhear	B423694-B	Na Ni Po	{ 1 }	(D55-4)	[877E]	-	R	-	404	12	AsTv	F5 V F8 V
3135	Hteaaei'a'	C555587-9	Ag Ni	{ 0 }	(E45+3)	[574B]	-	R	-	124	19	AsVc	G9 V
3136	Ahaaoies	C5A0444-A	He Ni Sa	{ 0 }	(A35+3)	[75AF]	-	R	-	103	9	AsMw	M1 V
3140	Ihkuilyaaia	D410356-A	Lo Tz	{ -1 }	(F20+2)	[348E]	-	-	-	321	12	AsVc	M1 V M1 V M3 V
3231	Hkeha'	B732455-B	Ni Po Co	{ 1 }	(E36+1)	[3549]	-	R	-	204	14	AsTv	K7 V K9 V
3233	Feiuiliyftei	C651316-9	Lo Po Ho Lk Sa	{ -1 }	(C20-2)	[144E]	-	R	-	814	8	AsMw	G4 V K2 V
3234	Eiea	C750366-9	De Lo Po Co O:3033	{ -1 }	(G20+1)	[246E]	-	-	-	722	14	AsVc	K4 V M1 V
3237	Htoiiy	B635745-A	Co	{ 2 }	(666-3)	[A95B]	-	R	-	100	7	AsMw	G5 V
3238	Ekhailiayas	D898161-7	Lo O:3237	{ -3 }	(A00+1)	[425B]	-	T	-	712	11	AsMw	G7 V G7 V
3240	Uaseaheih	B747598-9	Ag Ni Co Tu	{ 1 }	(D47+3)	[4618]	-	-	-	324	17	AsT3	G7 V K9 V
