Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
2733	Rminchzha	E444000-0		Ba O:2632		015	ZhJp	G1 V M7 V	{ -3 }	(B00-5)	[0000]		16
2734	Drajeprplia	A88A756-A		Wa Ri		404	ZhJp	G4 V	{ 3 }	(A68+1)	[6A7D]		15
2737	Enenshe	C2025A8-B		Ic Va Ni		900	ZhJp	M9 III M8 V	{ 0 }	(545-1)	[A57G]		6
2739	Kernapliatl	B767ABF-C	KM	Ga Hi		803	ZhJp	K2 V	{ 4 }	(99A-2)	[AE2E]		7
2740	Ieprtipr	E658676-4		Ni Ag	U	301	ZhJp	F9 V M6 V	{ -2 }	(752+1)	[3444]		7
2802	Pliachatl	BABA8C7-D	W	Fl Ph		802	ZhJp	F5 V	{ 3 }	(87E+1)	[8B5A]		12
2803	Tlaj Kie	C223000-0		Ba Po		003	ZhJp	M8 V M9 V	{ -2 }	(700+1)	[0000]		11
2804	Plilpiebr	E535685-7		Ni		423	ZhJp	A6 V K8 V M3 V	{ -3 }	(450-3)	[53A7]		10
2805	Shtonche	A7648ED-C		Ph Pa Ri		604	ZhJp	F0 V	{ 3 }	(F75+3)	[7B2C]		7
2806	Viaval	D558000-0		Ba		004	ZhJp	F5 V	{ -3 }	(900+5)	[0000]		10
2807	Afipiaf	A576000-0		Ba		005	ZhJp	F8 V	{ -1 }	(700-5)	[0000]		15
2809	Dliesh	B8A4412-A		Fl Ni		303	ZhJp	K1 IV	{ 1 }	(B34+1)	[5549]		16
2811	Li' Veatla	E100556-B		Va Ni		502	ZhJp	M9 V	{ -1 }	(B44-1)	[549C]		10
2814	Title	B545679-8	KM	Ni Ag Chir4		815	ZhJp	F5 V	{ 1 }	(F54-1)	[7766]		14
2816	Oshtinz	D644645-6		Ni Ag		104	ZhJp	G7 V	{ -2 }	(950+2)	[9447]		16
2818	Diabllianzhel	C538542-9		Ni		403	ZhJp	A9 II K8 V	{ -1 }	(942+3)	[94AA]		11
2819	Tlapinsh	B569854-C		Ph Ri		622	ZhJp	F7 V	{ 3 }	(C7A-1)	[6B3F]		9
2820	Ezevrtlad	C120000-0		De Ba Po		000	ZhJp	K2 III	{ -2 }	(700+1)	[0000]		5
2821	Veliate	A561000-0		Ba		003	ZhJp	F3 V	{ -1 }	(500+1)	[0000]		14
2824	Dle'chtench	C000874-A		As Va Ph Na Pi	U	321	ZhJp	F9 IV M4 V	{ 1 }	(B7A+2)	[497C]		9
2827	Jdonzh	A000953-E		As Va Hi Na In		823	ZhJp	G2 III	{ 4 }	(E8B-1)	[8D8F]		15
2828	Stiechste	B76756A-A		Ga Ni Ag Pr O:2827		502	ZhJp	F7 V	{ 2 }	(B44-1)	[174A]		11
2830	Iavach	D87A8CB-7		Wa Ph Pi		802	ZhJp	F9 V	{ -2 }	(674+4)	[7643]		9
2832	Vanchletl	B300000-0		Va Ba		012	ZhJp	M2 V	{ -1 }	(A00-2)	[0000]		11
2836	Branti	B592000-0		He Ba		022	ZhJp	F1 V	{ -1 }	(500-1)	[0000]		12
2837	Vikredle	D476868-7		Ph Pa Pi O:2737		513	ZhJp	M0 V M4 V	{ -2 }	(878+1)	[4624]		10
2840	Prablebr	C53866B-8		Ni O:2940		104	ZhJp	K1 V	{ -2 }	(C52-3)	[9459]		9
2902	Noplidr Ash	C373585-8		Ni		800	ZhJp	F6 V	{ -2 }	(441-5)	[6327]		6
2904	Rqlinsia	B5A1000-0		Fl He Ba		003	ZhJp	M5 V M5 V	{ -1 }	(800+1)	[0000]		15
2906	Ensnelatl	C879000-0		Ba		000	ZhJp	F6 V	{ -2 }	(500-2)	[0000]		13
2911	Jdanzdia	C7A2558-8	KM	Fl He Ni		520	ZhJp	F5 V M5 V	{ -1 }	(644+2)	[7466]		12
2914	Floeflianse	C433A55-E		Hi Na Po		223	ZhJp	K0 V	{ 2 }	(99D-1)	[DC7C]		11
2915	Zdanqlad	C622000-0		He Ba Po		002	ZhJp	M5 V M6 V	{ -2 }	(900+1)	[0000]		12
2919	Alchiavrie	B222000-0		Ba Po O:3018		002	ZhJp	M0 V	{ -1 }	(500-3)	[0000]		7
2920	Riapzhiatlensh	A00098A-E	D	As Va Hi Na In		924	ZhJp	M3 V	{ 5 }	(F8E-2)	[CE8D]		18
2924	Zhaneiprta	E333000-0		Ba Po		023	ZhJp	G6 V M9 V	{ -3 }	(300+1)	[0000]		14
2925	Pripia	C776432-9		Ni Pa		304	ZhJp	F9 V	{ -1 }	(C33+1)	[5369]		15
2926	Pliepfliants	A200659-D	D	Va Ni Na		904	ZhJp	M5 V M7 V	{ 2 }	(B56-2)	[385C]		16
2929	Rinchaedle	E200000-0		Va Ba		002	ZhJp	F8 V M4 V	{ -3 }	(500+1)	[0000]		8
2930	Tevief	C735586-A		Ni		200	ZhJp	M8 V	{ 0 }	(542-1)	[4577]		4
2931	Viaprjiel	B1308CA-A		De Ph Na Po		213	ZhJp	A9 V G8 V	{ 2 }	(77B-1)	[7A7C]		8
2936	Rliad	A795554-E	D	Ni Ag Droy6		903	ZhJp	F7 V	{ 3 }	(A46-1)	[586B]		15
2939	Dadlal	EAB9430-9		Fl Ni		813	ZhJp	M2 II M1 V	{ -2 }	(D30+2)	[426D]		7
2940	Tsavlinstodr	C5A0ADH-B		He Hi In (exotic minor)	U	120	ZhJp	G9 V	{ 3 }	(A9C+1)	[BD48]		8
3003	Zemetiaz	A000852-E	KM	As Va Ph Na Pi		713	ZhJp	G2 V M1 V	{ 3 }	(C79-1)	[CB6D]		11
3006	Vrol	C79559C-9		Ni Ag		402	ZhJp	F2 V	{ 0 }	(645+2)	[1556]		15
3008	Biachdranch	E5457A6-5		Ag Pi		902	ZhJp	G8 V M5 V	{ -1 }	(269+4)	[2691]		14
3010	Chtabra	A458874-D	KM	Ph Pa		503	ZhJp	F7 V	{ 3 }	(67B+5)	[9B5B]		9
3014	Alienjne	C3128BD-A	KM	Ic Ph Na Pi		900	ZhJp	G3 IV	{ 2 }	(A7A+1)	[5A2A]		6
3015	Blizatl	C646455-7		Ni Pa	U	604	ZhJp	F3 V M2 V	{ -2 }	(632+1)	[224B]		12
3017	Ansdrel	C5546A7-8		Ni Ag		703	ZhJp	F8 V M6 V	{ -1 }	(653-4)	[9569]		14
3018	Dribr	A2659EA-E	KM	Hi Pr		802	ZhJp	G7 V	{ 4 }	(A8A-3)	[9D4H]		9
3019	Vlieshstoql	D100000-0		Va Ba		000	ZhJp	G3 V M1 V	{ -3 }	(600+1)	[0000]		5
3021	Shrnz	C65A000-0		Wa Ba		010	ZhJp	G9 V	{ -2 }	(900-1)	[0000]		10
3022	Jie'ezid	C9D3846-9	KM	Ph		223	ZhJp	G3 V M5 V	{ 1 }	(C7B-1)	[D91C]		10
3026	Dritskanzh	C100978-D		Va Hi Na In	U	904	ZhJp	F1 V	{ 3 }	(D8B+1)	[9C3E]		16
3027	Ajora	B211000-0		Ic Ba		034	ZhJp	M3 V M8 V	{ -1 }	(800-1)	[0000]		15
3028	Daziesavavl	B696874-9	KM	Ph Pa Pi		703	ZhJp	F0 V	{ 2 }	(979-1)	[3A5D]		11
3031	Shansedl	B597559-B	KM	Ni Ag		802	ZhJp	F6 IV	{ 3 }	(A47+2)	[186D]		12
3032	Qlazhdiapoe	C2366A8-9		Ni		915	ZhJp	M0 V M8 V	{ -1 }	(D54+2)	[2587]		11
3034	Iekrdechtod	E783000-0		Ba		002	ZhJp	G7 V	{ -3 }	(300-1)	[0000]		10
3035	Yiazdabl	C798543-8		Ni Ag		212	ZhJp	F6 V M7 V	{ -1 }	(D41+4)	[4413]		11
3040	Nanjie	C300400-A		Va Ni		401	ZhJp	M3 V	{ 0 }	(D33+4)	[145C]		9
3101	Jiajsenzh	E303778-8		Ic Va Na Pi		424	ZhJp	F4 V	{ -2 }	(C64-1)	[8555]		12
3106	Shimpatlmant	E854736-5		Ag		322	ZhJp	F9 V	{ -1 }	(862+1)	[4678]		9
3108	Lannens	C661000-0		Ba		023	ZhJp	F7 V M4 V	{ -2 }	(800+1)	[0000]		14
3110	Aiantladlinch	E321000-0		He Ba Po O:3010		010	ZhJp	M4 V	{ -3 }	(B00+2)	[0000]		5
3111	Shoprbria	E585674-5		Ni Ag Ri		525	ZhJp	M0 V	{ -1 }	(650+1)	[3551]		16
3113	Eblits	C9C6410-9		Fl Ni		423	ZhJp	K9 II M8 V	{ -1 }	(D30+1)	[6348]		11
3114	Iabridr	B420535-D		De He Ni Po		501	ZhJp	M4 V M7 V	{ 1 }	(743+3)	[664D]		13
3117	Jdozhdafria	A85948A-E	D	Ni		123	ZhJp	F5 V	{ 2 }	(C36-2)	[666F]		18
3121	Drodlievrie	A8C69C7-E	KM	Fl Hi In		211	ZhJp	K6 V M2 V	{ 5 }	(68A+2)	[DE6C]		12
3122	Abria	B567557-8		Ni Ag Pr		104	ZhJp	F3 V	{ 0 }	(E46-4)	[457C]		14
3125	Iaranch	A331555-C	KM	Ni Po		703	ZhJp	K0 IV M9 V	{ 2 }	(D47-2)	[679H]		12
3126	Enjpliatafr	B5508A6-9		De Ph Po		403	ZhJp	G7 V	{ 1 }	(776+2)	[995B]		9
3129	Rnchpri	B652779-A		Po		200	ZhJp	F5 V M3 V	{ 2 }	(B69-3)	[7916]		8
3132	Avlelepal	B210000-0		Ba		010	ZhJp	K7 V	{ -1 }	(B00+2)	[0000]		4
3133	Flash	C000425-C		As Va Ni		720	ZhJp	G2 IV M3 V	{ 0 }	(E34+5)	[941E]		14
3134	Rzaim	E76A7CD-4		Wa Ri		604	ZhJp	B0 V	{ -1 }	(B67-2)	[7643]		13
3140	Ienchachtenz	A200988-E	KM	Va Hi Na In		901	ZhJp	M2 V	{ 5 }	(58D+2)	[7E5E]		9
3202	Qotlseli	E202652-9		Ic Va Ni Na		303	ZhJp	F0 II	{ -2 }	(553-2)	[5464]		7
3203	Ajvench	A400420-C	KM	Va Ni		623	ZhJp	M7 V M9 V	{ 2 }	(A37+1)	[1648]		15
3205	Peshia	C562000-0		Ba		004	ZhJp	G9 V	{ -2 }	(700+1)	[0000]		15
3208	Eloqlezdev	C6968BB-8		Ph Pa Pi		904	ZhJp	F0 V	{ -1 }	(C76-1)	[B78B]		12
3209	Ietsplash	C7B0623-9		He Ni		105	ZhJp	F2 V	{ -1 }	(C51+2)	[8548]		14
3211	Vemepl Qlivr	E000000-0		As Va Ba		024	ZhJp	F7 V	{ -3 }	(600-1)	[0000]		16
3212	Eklcha	D565796-5		Ag Ri		404	ZhJp	G0 V	{ 0 }	(868-3)	[9764]		8
3213	Stevloash	D570999-6		De He Hi In		203	ZhJp	F8 V	{ 0 }	(589+1)	[9934]		11
3214	Jenkints	B468454-C	KM	Ni Pa Droy4		920	ZhJp	M0 V M4 V	{ 2 }	(A36+1)	[367E]		12
3217	Ovotsanj	A000522-E	KM	As Va Ni		215	ZhJp	M1 V M3 V	{ 2 }	(D47-1)	[572A]		15
3219	Kriat	C200456-C		Va Ni		101	ZhJp	F2 V	{ 0 }	(536+2)	[247D]		6
3220	Te'iavr	C7676BA-8		Ga Ni Ag Ri		304	ZhJp	F5 V M7 V	{ 0 }	(B54+1)	[366B]		10
3222	Ashash	D769623-7		Ni Ri		302	ZhJp	G2 V	{ -2 }	(550-2)	[2478]		13
3233	Zi'evl	B652537-A	KM	Ni Po		613	ZhJp	F8 V	{ 2 }	(845-4)	[5738]		13
3236	Jabraiadr	D646000-0		Ba		002	ZhJp	K1 V	{ -3 }	(400-2)	[0000]		12
3237	Brovriashtipr	C956000-0		Ba		000	ZhJp	F0 V	{ -2 }	(600-2)	[0000]		10
3239	Desidri	C452644-9		Ni Po		404	ZhJp	F3 V M2 V	{ -1 }	(750-2)	[457A]		12
