Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
2830	Rellekra	E300000-0	K	Va Ba		002	Kk	K5 V	{ -3 }	(600-3)	[0000]		6
2832	Kaxtihkee	C4323QK-B	K	Lo Po		821	Kk	A5 V D	{ 0 }	(A20+1)	[537E]		12
2834	Nupm'eer	D5313QK-A		Lo Po		423	Kk	K8 V	{ -1 }	(C20+1)	[124B]		12
2835	Keghkrekruu	C527556-A		Ni Giru4 Klah6		602	Kk	M8 V BD	{ 0 }	(945+1)	[458A]		15
2840	Ruxina	A686ARK-F	K	Ga Hi		311	Kk	G4 V	{ 3 }	(99B+3)	[CD6J]		9
2901	Gaugnii	B4315QK-D	K	Ni Po		825	Kk	M5 V	{ 1 }	(E44-2)	[562E]		17
2902	Rargheeoor	A5639RK-E	K	Hi Pr		403	Kk	M6 V	{ 3 }	(98F-2)	[6C1E]		10
2904	Arrtrun't	B5877RK-E	K	Ag Ri		625	Kk	K7 V M9 V	{ 4 }	(K69+1)	[7B1C]		15
2908	Kuraakeg	A5659RK-F		Hi Pr		203	Kk	M2 V	{ 3 }	(78A-1)	[6C7E]		6
2911	Nookagn!'	A6794QK-D	K	Ni		623	Kk	K8 V	{ 1 }	(C36+2)	[455A]		15
2912	Angghakta	B565ARK-E	K	Hi		220	Kk	K2 V D	{ 3 }	(898-1)	[8D8C]		13
2919	Kr'ookrkat	E327000-0		Ba		022	Kk	M0 V BD	{ -3 }	(700+2)	[0000]		11
2921	Unraxkat	EAA4000-0		Fl Ba		012	Kk	G8 V M8 V	{ -3 }	(400-3)	[0000]		13
2925	Gn'rkalux	A5976RK-E	K	Ni Ag		924	Kk	M2 V	{ 2 }	(G58-2)	[284D]		11
2930	Ankreur	E410000-0		Ba		000	Kk	M5 V M3 V	{ -3 }	(200+2)	[0000]		4
2931	Tam'rak	E5605QK-B		De Ni Pr		403	Kk	G8 III K0 V	{ -1 }	(B44-3)	[844C]		15
2938	Ghakgneirr	B5517RK-D	K	Po		802	Kk	K6 V	{ 2 }	(568+2)	[894C]		11
3001	Kr'ata	E449000-0		Ba		002	Kk	M9 V	{ -3 }	(500+3)	[0000]		9
3002	Anrroi	E310000-0		Ba		000	Kk	K5 V	{ -3 }	(B00+1)	[0000]		8
3004	Kataatagh	A6658RK-F	K	Ga Ph Pa Ri		522	Kk	K0 V	{ 3 }	(B77-3)	[BB5K]		10
3005	Paghuua	D6446RK-B		Ni Ag		103	Kk	M2 V M7 V M3 V	{ 0 }	(851-1)	[4687]		10
3008	Takkikma	D5435QK-B	O	Ni Po		911	Kk	G0 V	{ -1 }	(942+5)	[741D]		8
3009	Abn'kga	A7868RK-E	K	Ga Ph Pa Ri		411	Kk	K6 V M3 V	{ 3 }	(A76+1)	[7B1E]		11
3013	N'!ruuk	E4233QK-A	K	Lo Po		423	Kk	K3 V M9 V	{ -1 }	(B20+4)	[124B]		15
3014	Kan'uukr	E300000-0		Va Ba		011	Kk	M2 V	{ -3 }	(600-1)	[0000]		10
3016	Trangkag!	D4244QK-9	O	Ni		323	Kk	F6 V M1 V	{ -2 }	(E30+3)	[725A]		14
3017	Rel'piir	B5246RK-D	K	Ni		225	Kk	M1 V	{ 1 }	(J52-1)	[375C]		14
3018	N'kaii	C5363QK-B	O	Lo		123	Kk	G7 V	{ 0 }	(920-4)	[539C]		14
3019	Kukaee	A5859RK-E	K	Hi Pr		210	Kk	K8 V M4 V	{ 3 }	(D8B+3)	[7C7G]		6
3021	Baghatr!	E68A4QK-B	K	Wa Ni		603	Kk	M4 III M1 V M5 V	{ -1 }	(734+1)	[538D]		15
3022	Hkoohkerga	B5447RK-E	O	Ag Pi		414	Kk	M1 V	{ 3 }	(F6A+4)	[7A5J]		12
3025	Axlakurr	B6676RK-D		Ga Ni Ag Ri		823	Kk	M4 V	{ 3 }	(A55+5)	[992C]		17
3027	Ighmiri	C4355QK-B	O	Ni		511	Kk	M0 V M8 V	{ 0 }	(C45-3)	[5578]		11
3033	Kiaarir	B8687RK-E	K	Ag Ri		434	Kk	G2 V	{ 4 }	(D6F-2)	[9B2E]		15
3034	Nekaul	E510000-0	K	Ba		022	Kk	G6 V	{ -3 }	(400-3)	[0000]		13
3037	Uugharo	D5464QK-B		Ni Pa		603	Kk	M8 V M5 V	{ -1 }	(D35+3)	[5368]		10
3103	Gnattaka	B7457RK-E	K	Ag Pi		312	Kk	G7 V	{ 3 }	(D6C-2)	[AA5D]		12
3105	Ingkrur'	C5323QK-B	K	Lo Po		800	Kk	K9 V	{ 0 }	(820-2)	[1339]		8
3106	Muugnait	E420000-0	K	De He Ba Po		023	Kk	M6 V M4 V	{ -3 }	(600-1)	[0000]		12
3107	Ogromax	C6A23QK-A	O	Fl He Lo		203	Kk	M6 V M9 V BD	{ 0 }	(C20-1)	[137B]		12
3108	Gh!'rambi	E69A2PK-7		Wa Lo		613	Kk	M6 V	{ -3 }	(710+2)	[1128]		14
3110	Tingrran!'m	C8494QK-A	O	Ni		211	Kk	G1 IV M4 V	{ 0 }	(733+3)	[2465]		13
3119	Lauuxkoo	A5858RK-E	K	Ph Pa Ri		403	Kk	F7 V M0 V	{ 3 }	(A7A-4)	[8B2J]		13
3120	Eurrii Tuo	B5785QK-C	K	Ni Ag		700	Kk	M7 V	{ 2 }	(947+4)	[676E]		7
3121	Hkuxtamer	C313556-A		Ic Ni Giru4 Klah6		310	Kk	G7 V	{ 0 }	(544-1)	[4558]		8
3123	Gzit'arr	C4244QK-A	K	Ni		520	Kk	M4 V BD	{ 0 }	(836+3)	[346B]		12
3125	Xaxarghu	B5677RK-F	K	Ag Ri		224	Kk	K2 V M0 V	{ 4 }	(A6C+2)	[6B4F]		14
3127	Argrubra	E400000-0		Va Ba		000	Kk	M5 V	{ -3 }	(900-2)	[0000]		9
3130	Ughaa Xok	E100000-0	K	Va Ba		032	Kk	G6 V	{ -3 }	(200-1)	[0000]		11
3206	T'kreear	B6578RK-F		Ga Ph Pa		324	Kk	K6 V M9 V	{ 2 }	(G76+1)	[5A9H]		14
3207	Apmurung	B5234QK-E	K	Ni Po		224	Kk	G2 V	{ 1 }	(D32-5)	[158E]		10
3212	Kanarr'	C7975QK-B	O	Ni Ag		524	Kk	K6 V K7 V	{ 1 }	(845+1)	[8619]		12
3217	Kruuka Gall	X764ACA-4		Hi (Galliph)	R	303	KC	F5 V D	{ -1 }	(697+1)	[A962]		11
3218	Uxrakra	E230000-0	K	De Ba Po		004	Kk	M4 V M3 V	{ -3 }	(900+2)	[0000]		8
3219	Gn'kroka	B5897RK-F	K	Ri		614	Kk	M1 V BD M4 V	{ 3 }	(A68+1)	[CAAD]		10
3225	Okkutat	B0002PK-C		As Va Lo		303	Kk	G2 V	{ 1 }	(911+1)	[133A]		10
3226	Kakau	E87A000-0	K	Wa Ba		024	Kk	G4 V	{ -3 }	(400+4)	[0000]		11
3227	N'ghani	C4236RK-D		Ni Na Po		522	Kk	K4 IV K9 V	{ 0 }	(G51+3)	[565F]		10
3231	Kekkeei	D2113QK-A		Ic Lo		700	Kk	K4 V	{ -1 }	(B20+4)	[32AF]		10
3233	T'rkeerang	A564ARK-F	K	Hi		113	Kk	K1 V M4 V M2 V	{ 3 }	(798+2)	[ED2J]		8
3234	N'baak	B7937RK-E	K	Pi		601	Kk	K2 V M4 V K5 V K1 V	{ 2 }	(B66+1)	[598F]		14
