Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
Stor	N	1534	Kanbar	B000410-B		As Co Ni Va 		210	NaHu	G1 V K4 V 	{ 1 }	(B35-2)	[5126]		10
Stor	N	1535	Slarken	C555335-7		Co Lo 		924	NaHu	M0 V 	{ -2 }	(420-5)	[1146]		11
Stor	N	1537	Skeria	EAA4A75-8		Bo Fl Hi In Pz (Ongodala) 	A	122	NaXX	K9 V M0 V 	{ 0 }	(C94-4)	[F53A]		14
Stor	N	1640	9A8-515	E9A8000-0		Ba Fl Fr 		022	NaXX	M3 V 	{ -3 }	(200-5)	[0000]		13
Stor	O	1731	Ralpinnen	AAD9354-C		Co Ht Lo Zaru4 		701	NaHu	K9 V 	{ 1 }	(C21+3)	[611A]		8
Stor	O	1733	Linkport	B897410-B		Ni Pa 		903	NaHu	K3 V 	{ 1 }	(D33+5)	[514B]		13
Stor	O	1735	Ekertt	EA78322-4		Lo Lt Tz 		204	NaHu	K9 V M1 V 	{ -3 }	(A20+1)	[5188]		13
Stor	O	1738	Yennix	E322322-9		Co He Lo Po Tz 		402	NaHu	M2 V 	{ -2 }	(420-1)	[5168]		6
Stor	O	1837	99A-131	E99A000-0		Ba Ho Tz Wa 		003	NaXX	M5 V 	{ -3 }	(200-5)	[0000]		8
Stor	O	1840	Mossport	CA9A584-B		Ni Oc Tz 		114	NaHu	M7 V 	{ 0 }	(H45+4)	[716C]		12
Stor	O	1931	Irrikan	B798466-B	K	Ni Pa Tz O:2233		603	Su	M5 V 	{ 1 }	(933+1)	[614A]		14
Stor	O	1934	Sepre Belt	B000366-B	KM	As Fr Lo Va O:2233		100	Su	G3 V G4 V 	{ 2 }	(822+2)	[1168]		11
Stor	O	1935	Confavin	D623413-7		Co Ni Po Tz 		623	NaHu	M0 V 	{ -3 }	(630+3)	[4177]		10
Stor	O	1938	697-669	X697000-0		Ba 		003	NaXX	K4 V 	{ -3 }	(200-5)	[0000]		10
Stor	O	1939	Barmas	C848678-8		Ag Ho Ni Tz 		201	NaHu	M3 V D 	{ -1 }	(751+1)	[B147]		5
Stor	O	2032	Yisren Epsilon	B411467-A	K	Bo Ic Ni Sa O:2233		904	Su	F5 V G3 V G3 V G3 V 	{ 1 }	(733+2)	[9146]		7
Stor	O	2035	Durrano	B345832-A	M	Bo Pa Ph Pi Tz 		501	NaHu	M4 V 	{ 2 }	(57A+1)	[557A]		6
Stor	O	2131	6A9-208	X6A9000-0		Ba Fl Fr 		001	NaXX	K6 V 	{ -3 }	(200-5)	[0000]		6
Stor	O	2136	Kaeneli Eta	B10055A-B	KM	Fr Ni Sa Va 		323	NaHu	M5 V 	{ 2 }	(747+4)	[1247]		8
Stor	O	2233	Saros	A788885-B	K	Cx Pa Ph Ri 		723	Su	M0 V 	{ 3 }	(979+3)	[8648]		15
Stor	O	2332	Swavell	D99936A-3		Co Lo Lt Px O:2233		204	Su	G5 V K8 V 	{ -3 }	(720+4)	[3167]		7
Stor	O	2336	Shu	C000400-B	M	As Fr Ni Va 		910	NaHu	M1 V 	{ 0 }	(A32+4)	[516A]		10
Stor	O	2339	Kalingna	E8A58BA-5		Bo Fl Lt Ph Tz (Kalingna) 		900	NaXX	M2 V 	{ -2 }	(C78-3)	[3155]		7
Stor	O	2340	6A5-419	X6A5000-0		Ba Co Fl 		001	NaXX	K4 V 	{ -3 }	(200-5)	[0000]		8
Stor	O	2431	5A1-694	E5A1000-0		Ba Co Fl He 		003	NaXX	K9 V 	{ -3 }	(200-5)	[0000]		7
Stor	O	2434	Arkitin	A687833-B	K	Co Ga Pa Ph Ri Tu Tz 		903	NaHu	M3 V 	{ 3 }	(F79-2)	[7616]		9
Stor	O	2440	Dursey	D874520-6		Ag Co Ni Tu Tz 		902	NaHu	M5 V 	{ -2 }	(443-2)	[4168]		13
Stor	P	2531	Skarenth	C666300-6		Ga Ho Lo Tr 		624	NaHu	K5 V 	{ -2 }	(220+3)	[4189]		17
Stor	P	2631	300-200	X300000-0		Ba Bo Tz Va 		000	NaXX	G5 V 	{ -3 }	(200-5)	[0000]		3
Stor	P	2634	Sitarma	B699662-A	K	Co Cy Ni O:2434		821	NaHu	G7 V 	{ 1 }	(C52+1)	[826B]		8
Stor	P	2637	AA4-192	XAA4000-0		Ba Co Fl 		002	NaXX	A4 V M0 V A8 V 	{ -3 }	(200-5)	[0000]		9
Stor	P	2736	Budrue Gamma	B677787-9	KM	Ag Co Pi Sa Tu 		313	NaHu	K4 V M3 V 	{ 3 }	(A6B+1)	[855A]		10
Stor	P	2739	Bead	B000552-D	K	As Bo Ht Ni Va 		601	NaHu	M0 V BD 	{ 1 }	(945+3)	[114E]		6
Stor	P	2740	EFA-001	XEFA000-0		Ba Oc 		012	NaXX	M1 V 	{ -3 }	(200-5)	[0000]		7
Stor	P	2831	6A1-484	X6A1000-0		Ba Fl He Ho 		003	NaXX	A9 V 	{ -3 }	(200-5)	[0000]		9
Stor	P	2833	Lystra	C749341-B		Ho Lo Tz 		803	NaHu	M2 V 	{ 0 }	(720+5)	[118D]		11
Stor	P	2834	621-804	E621000-0		Ba Co He Po 		013	NaXX	K5 V M9 V M8 V 	{ -3 }	(200-5)	[0000]		17
Stor	P	2838	Sturchen Gamma	B554477-A	K	Ni Pa Sa 		205	NaHu	G7 V 	{ 1 }	(C35+3)	[714A]		9
Stor	P	2839	Ankletar	BAA548D-9	M	Da Fl Fr Ni 	A	223	NaHu	M0 V 	{ 0 }	(F35-2)	[714C]		9
Stor	P	2934	Firuus	D632300-7		Co Lo Po 		802	NaHu	K0 V M7 V 	{ -3 }	(320+1)	[2155]		10
Stor	P	2936	631-845	E631000-0		Ba Bo Po Tz 		003	NaXX	M0 V 	{ -3 }	(200-5)	[0000]		9
Stor	P	2937	246-722	E246000-0		Ba 		003	NaXX	K4 IV 	{ -3 }	(200-5)	[0000]		9
Stor	P	3031	Kairn	C000231-9		As Fr Lo Va 		113	NaHu	M1 V M8 V D 	{ -1 }	(D10-1)	[114A]		10
Stor	P	3032	677-787	E677000-0		Ba Fr Tz 		021	NaXX	M9 V 	{ -3 }	(200-5)	[0000]		11
Stor	P	3035	6A3-392	X6A3000-0		Ba Fl Fr 		011	NaXX	G4 V 	{ -3 }	(200-5)	[0000]		9
Stor	P	3233	Aergo	A7A6554-C	K	Co Fl Ht Ni 		420	NaHu	M3 V BD 	{ 1 }	(C45+1)	[1149]		8
