WORLD DATA																			
																			
																			
Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	SS	W	RU
Iwah	1923	Treaiyrihle	B568279-A	Lo 				{ 1 }	(811+2)	[336B]				404	AsSc	M3 V	K	12	16
Iwah	1924	Yowos	C5558B6-8		Pa Ph 			{ -1 }	(A77-2)	[7747]				500	AsWc	M2 V	K	7	392
Iwah	1926	Lahistoo	C557276-9	Lo 				{ -1 }	(711-2)	[1148]				703	AsSc	G2 V M7 V	K	11	6
Iwah	1929	Ouliyektiy	C7B35A8-A	Fl Ni 				{ 0 }	(944+1)	[555A]				402	AsTv	M2 V	K	6	144
Iwah	1933	Hitoku	C5447A9-8	Ag 	Pi 	Huma8		{ 0 }	(E68+1)	[8769]				623	AsTz	F3 V M5 V M6 V	O	11	672
Iwah	1934	Yelrye	A568488-C	Ni 	Pa 			{ 1 }	(934+1)	[455C]				403	AsMw	G0 III	O	9	108
Iwah	1935	Teia	C8B3249-9	Fl Lo 				{ -1 }	(811+1)	[316A]				113	AsMw	M0 V M3 V	O	13	8
Iwah	1936	Ktausaorlaow	X54379C-5	Po 	Pi Fo 			{ -2 }	(965+1)	[A588]			R	802	AsMw	M3 V M0 V	O	6	270
Iwah	1937	Fteou	C421554-9	He Ni Po 				{ -1 }	(A43-3)	[3437]				403	AsT0	M2 V	O	11	84
Iwah	1938	Aiealia	B425314-C	Lo 				{ 1 }	(721-1)	[143A]		T		902	AsTv	M0 V	O	10	13
Iwah	1939	Aoteahou	C75A494-8	Ni Wa 				{ -2 }	(831-4)	[2236]				802	AsT1	G8 III	O	7	14
Iwah	2002	Ras	B553586-B	Ni Po 				{ 1 }	(945+1)	[464A]				402	AsT7	M2 V	C	12	180
Iwah	2003	Tiwa	B310684-C	Na Ni 				{ 1 }	(C55-1)	[473A]				304	AsWc	K2 V	C	10	270
Iwah	2006	Aukhoih	C657498-9	Ni Ga 	Pa 			{ -1 }	(832-1)	[4359]				711	AsT9	K3 V	C	7	43
Iwah	2008	FOLOILR	E310A76-9	Hi In Na 				{ 1 }	(C9B+1)	[9B48]				300	AsSc	K2 V M7 V	C	9	1,188
Iwah	2010	Kheiw	C6B1279-A	Fl He Lo 				{ 0 }	(811+1)	[326B]				304	AsSc	K7 V	C	15	8
Iwah	2012	Uaihoi	D785778-6	Ag Ga Ri 				{ 0 }	(967+1)	[7756]				802	AsSc	M0 V	G	12	378
Iwah	2014	Hwaeaahiyl	A754588-C	Ag Ni 				{ 2 }	(946+2)	[575C]		R		702	AsTv	G2 V M7 V	G	10	432
Iwah	2021	Ieastaoyeoi	A78678B-C	Ag Ga Ri 				{ 4 }	(B6E+5)	[9B7E]				902	AsTv	G5 V M7 V	K	10	4,620
Iwah	2022	Ul	E9A488B-8	Fl 	Ph Fo 			{ -2 }	(E76+1)	[A67A]			R	213	AsMw	M2 V	K	9	588
Iwah	2023	Oreasourouou	C525579-9	Ni 				{ -1 }	(B43+1)	[646A]				504	AsSc	K1 V	K	7	132
Iwah	2026	Eer	B548787-A	Ag 	Pi 			{ 3 }	(G6C+3)	[7A5A]		T		925	AsT3	M5 III	K	14	3,456
Iwah	2027	Yaalr	C20037A-A	Lo Va 				{ 0 }	(521+2)	[537C]				300	AsSc	M4 III D	K	10	20
Iwah	2028	Earatliyrl	B566589-B	Ag Ni 	Pr 			{ 2 }	(746+3)	[676C]				200	AsVc	M2 V M5 V	K	7	504
Iwah	2030	Khtei	C668787-8	Ag Ri 				{ 1 }	(D69+1)	[7858]				804	AsWc	K1 V M4 V	K	15	702
Iwah	2032	Uihoa	BAB5898-B	Fl 	Ph 			{ 2 }	(C7C+2)	[8A5B]		T		502	AsTv	G3 V	O	14	2,016
Iwah	2034	Hekheaowis	B9A47BB-B	Fl 				{ 2 }	(C6C+4)	[997D]				121	AsT6	M2 V	O	8	3,456
Iwah	2038	Eieiata	C310886-A	Na 	Ph Pi 			{ 1 }	(A7A+1)	[7949]				100	AsMw	K1 V	O	7	700
Iwah	2039	Steal	B555886-A		Pa Ph 			{ 2 }	(E7B+1)	[7A49]				313	AsMw	M2 V	O	14	1,078
Iwah	2040	Fteieihi	C66126B-8	Lo 			O:2039	{ -2 }	(711+1)	[417A]				703	AsMw	M2 V	O	10	7
Iwah	2101	Kteiea	B425534-9	Ni 				{ 0 }	(744-2)	[3537]				300	AsWc	K5 V	C	11	90
Iwah	2105	Aiyiheahtai	D547733-6	Ag 	Pi 			{ -1 }	(966-4)	[4623]				403	AsMw	M0 V K5 V	C	12	194
Iwah	2108	Aooeihlya	E657433-7	Ni Ga 	Pa 			{ -3 }	(631-5)	[1124]				504	AsTv	G7 V M2 V	C	10	9
Iwah	2110	Eahlou	B727384-A	Lo 				{ 1 }	(921-1)	[1438]				813	AsTv	M2 V M5 V	C	9	16
Iwah	2112	Tehaohtiyar	X5385A7-6	Ni 	Fo 			{ -3 }	(741-3)	[5256]			R	714	AsT1	M3 V	G	11	20
Iwah	2116	Ea'eahao	E75A447-9	Ni Wa 				{ -2 }	(631-2)	[4259]				200	AsVc	M2 V	G	6	14
Iwah	2118	Takhyae	X3107CA-7	Na 	Pi Fo 			{ -2 }	(966+1)	[9579]			R	300	AsVc	K4 V	G	9	324
Iwah	2121	Oalryokh	B565138-A	Lo 				{ 1 }	(411+1)	[125A]				701	AsT8	F8 V M2 V	K	12	4
Iwah	2122	Ea'aiw	C5558BB-8		Pa Ph 			{ -1 }	(B77+1)	[A77A]				501	AsTv	M2 III	K	10	539
Iwah	2125	Eakhaoaiaiei	A75A5AC-E	Ni Wa 				{ 1 }	(B45+4)	[868H]				713	AsVc	M2 V M4 V	K	11	880
Iwah	2129	Aoiyauarl	C551587-8	Ni Po 				{ -2 }	(942-2)	[5358]				720	AsT3	M1 V M5 V	K	5	58
Iwah	2131	Oakuaa	X423459-7	Ni Po 	Fo 			{ -3 }	(631-2)	[5168]			R	400	AsVc	M3 V	O	6	14
Iwah	2132	Keaeaseakh	E555000-0	Ba 				{ -3 }	(200-5)	[0000]				021	AsXX	M3 III M8 V	O	13	0
Iwah	2138	Yetleaao	X549367-5	Lo 	Fo 		O:2239	{ -3 }	(521-3)	[3155]			R	123	AsSc	M1 V M2 V	O	13	7
Iwah	2202	Surl	B310754-D	Na 	Pi 			{ 2 }	(A6D+1)	[593B]				210	AsTv	K4 V	C	10	780
Iwah	2205	Iysuahwii	B6A1266-A	Fl He Lo 			O:2202	{ 1 }	(811+1)	[1349]		R		204	AsTv	M0 V	C	13	8
Iwah	2211	Fyeaare	D78A388-6	Lo Wa 				{ -3 }	(521-3)	[3156]				304	AsT4	M2 V	G	11	7
Iwah	2212	Tyaesihe	B551443-B	Ni Po 				{ 1 }	(A34-2)	[1528]				904	AsT3	K4 V	G	13	96
Iwah	2213	Hkuil	A582476-D	Ni 				{ 1 }	(B34+1)	[354C]				905	AsSc	G2 V	G	8	132
Iwah	2216	Trarlyalaos	B00027B-D	As Lo Va 				{ 1 }	(511+3)	[437F]				201	AsMw	K5 V	G	10	15
Iwah	2221	Uiyatlye	C542388-8	He Lo Po 				{ -2 }	(521-2)	[3158]				100	AsMw	K9 V	K	11	8
Iwah	2225	AROA	A999989-E	Hi In 				{ 4 }	(H8G+5)	[AD6F]				724	AsWc	M2 V M3 V	K	17	10,880
Iwah	2226	Tiyhyaesew	C897377-9	Lo 				{ -1 }	(821-1)	[3259]				403	AsSc	M1 V	K	12	14
Iwah	2236	Wiyiyeakh	B523146-C	Lo Po 				{ 1 }	(611+1)	[124B]				212	AsVc	M0 V	O	16	6
Iwah	2239	Kheyukh	B564878-A	Ri 	Pa Ph 			{ 3 }	(B7C+3)	[8B5A]		T		901	AsSc	M3 V	O	9	2,772
Iwah	2312	Feahaiyeyah	A9C426B-9	Fl Lo 			O:2409	{ 0 }	(411+2)	[427B]		R		500	AsMw	M0 V	G	8	8
Iwah	2316	Ewatel	C856216-6	Lo Ga 				{ -2 }	(411-3)	[1145]				701	AsMw	M3 V M2 V	G	10	3
Iwah	2318	Eua	A200357-B	Lo Va 				{ 1 }	(921+1)	[345B]		R		722	AsVc	M2 V	G	14	18
Iwah	2324	Uheaw	C310527-B	Ni 				{ 0 }	(C44+1)	[555B]				814	AsMw	K0 V	K	14	192
Iwah	2325	Woiryeou	B432888-C	Na Po 	Ph 			{ 2 }	(B7C+2)	[8A5C]				210	AsWc	M0 V M6 V	K	8	1,848
Iwah	2327	Fyaei	X541133-5	He Lo Po 	Fo 			{ -3 }	(311-5)	[1122]			R	803	AsT0	M3 V M5 V	K	11	2
Iwah	2330	Kalu	B565673-A	Ag Ni Ri 				{ 3 }	(C57+1)	[3927]		T		513	AsSc	G1 V	K	8	420
Iwah	2331	Ouhlaolreir	C864636-7	Ag Ni Ri 				{ 0 }	(854-1)	[5646]				903	AsMw	K2 V M1 V	O	13	144
Iwah	2335	Eoi	C200116-7	Lo Va 				{ -2 }	(311-3)	[1146]				905	AsMw	K7 V M0 V	O	13	2
Iwah	2336	Heasaoilaha	AAA848C-A	Fl Ni 				{ 1 }	(934+4)	[758D]				112	AsMw	M2 V	O	12	432
Iwah	2408	Aikoiras	C3107BA-A	Na 	Pi 			{ 1 }	(B6A+3)	[987C]				820	AsTv	M0 V	C	8	1,980
Iwah	2409	AIHAO	A9CA947-C	Fl Hi In 				{ 4 }	(B8F+4)	[9D5C]		R		300	AsMw	M0 V M8 V M7 V	C	7	5,280
Iwah	2413	Hloalalea	D3106B9-8	Na Ni 				{ -3 }	(B51-2)	[7369]				403	AsT9	M2 V	G	16	44
Iwah	2423	Eiti	B6686B8-A	Ag Ni Ri 				{ 3 }	(D57+3)	[695A]		T		405	AsVc	M1 V	K	17	1,365
Iwah	2425	Eaokhao	C556536-7	Ag Ni 				{ -1 }	(743-2)	[4446]				104	AsVc	A1 V	K	10	67
Iwah	2429	Alaraili	C310587-8	Ni 				{ -2 }	(742-2)	[5358]				600	AsTv	K2 V	K	5	45
Iwah	2430	Ihei	B768624-A	Ag Ni Ri 				{ 3 }	(B57+1)	[4938]				103	AsT6	M2 V	K	9	385
Iwah	2431	Iyye'	C96748A-9	Ni 	Pa 			{ -1 }	(832+1)	[637B]				602	AsTv	G4 V	O	9	48
Iwah	2432	Oisiyeis	CA6A885-A	Oc Ri 	Ph 			{ 2 }	(A7B+1)	[6A38]				500	AsT0	M0 V	O	6	770
Iwah	2434	Khtiyi	B696349-B	Lo 				{ 1 }	(921+2)	[446C]		T		304	AsT2	M3 V	O	13	36
Iwah	2436	Oiyar	C8A375A-A	Fl 				{ 1 }	(G6A+3)	[987C]				425	AsMw	M2 V	O	16	2,880
Iwah	2437	Kawai	C627485-9	Ni 				{ -1 }	(832-3)	[2337]				320	AsTv	M1 V	O	9	34
Iwah	2438	Hayayokh	C592687-8	He Ni 				{ -2 }	(C52-2)	[6458]				904	AsT9	M1 V	O	11	96
Iwah	2440	Eahikha'aokh	C100314-8	Lo Va 				{ -2 }	(721-4)	[1136]				902	AsMw	G6 III	O	12	8
Iwah	2501	Khtearloa	B535854-C		Ph 			{ 2 }	(A7C+1)	[6A3A]				800	AsMw	M0 V M3 V	D	4	840
Iwah	2502	Hkaieakhte	A000448-D	As Ni Va 				{ 1 }	(B34+1)	[455D]				423	AsWc	K3 V	D	13	132
Iwah	2504	Eaoieiw	A573416-A	Ni 				{ 1 }	(634+1)	[3549]				600	AsT6	M0 V	D	5	72
Iwah	2505	Yoyel	X565278-3	Lo 	Fo 			{ -3 }	(411-3)	[2153]			R	412	AsSc	G9 V M5 V	D	8	3
Iwah	2511	Aurlaouiiyl	E572379-7	He Lo 				{ -3 }	(521-2)	[4168]				505	AsSc	M1 V	H	18	8
Iwah	2513	Us	E553688-6	Ni Po 				{ -3 }	(851-3)	[6356]				404	AsMw	A1 II M8 V	H	14	28
Iwah	2514	Earlyehta	A30016A-D	Lo Va 			O:2711	{ 1 }	(511+3)	[327F]				602	AsVc	M0 V G6 V	H	10	15
Iwah	2518	Aiehiiy	C686884-8	Ga Ri 	Pa Ph 			{ 0 }	(B78-2)	[6836]				310	AsMw	M2 V M6 V	H	9	493
Iwah	2522	Outeasikh	C200445-7	Ni Va 				{ -2 }	(631-4)	[2235]				101	AsMw	M1 V	L	5	11
Iwah	2523	Yahryew	X546687-5	Ag Ni 	Fo 			{ -2 }	(852-2)	[6455]			R	504	AsVc	M0 V	L	14	64
Iwah	2601	UITIY	B987974-C	Hi 	Pr 			{ 3 }	(F8E+1)	[7C3A]		T		604	AsSc	K7 V M2 V	D	14	1,680
Iwah	2610	Akteaeirlar	D539484-9	Ni 				{ -2 }	(931-4)	[2237]				503	AsMw	K0 V M2 V	D	10	16
Iwah	2612	Ealasoul	E300495-9	Ni Va 				{ -2 }	(A31-4)	[2237]				313	AsMw	M0 III M6 V	H	12	18
Iwah	2613	Alaieleakhur	C10058B-B	Ni Va 				{ 0 }	(D44+2)	[757D]				415	AsWc	F2 V M0 V	H	16	416
Iwah	2616	Roueiy	E310156-9	Lo 				{ -2 }	(711-3)	[1148]				704	AsT2	M1 V M9 V	H	11	5
Iwah	2617	Kii	D310424-7	Ni 				{ -3 }	(631-5)	[2135]				514	AsT1	K6 IV M7 V	H	12	9
Iwah	2619	Aueaua	C100256-C	Lo Va 				{ 0 }	(711-1)	[124B]				503	AsMw	A3 V	H	11	6
Iwah	2621	Oite	B548849-A		Pa Ph Pi 			{ 2 }	(B7B+3)	[9A6B]		T		101	AsTv	M1 V	L	9	2,541
Iwah	2626	Tyaa	C310834-A	Na 	Ph Pi 			{ 1 }	(C7A-1)	[6938]				520	AsTv	M3 V	L	11	756
Iwah	2627	Wiyw	A74249A-A	He Ni Po 				{ 1 }	(A34+3)	[657C]				304	AsTv	G1 V	L	10	360
Iwah	2628	Kteaa	X56647B-3	Ni 	Pa Fo 			{ -3 }	(631-1)	[6175]			R	222	AsSc	G4 V M7 V	L	14	16
Iwah	2631	Aoheaeahyul	B8848D9-8	Ri 	Pa Ph 			{ 1 }	(F79+2)	[9969]		T		705	AsT7	M3 V	P	12	1,890
Iwah	2632	Hlaihawakha	A887247-A	Lo Ga 				{ 1 }	(811+1)	[235A]				204	AsT1	M0 V	P	15	8
Iwah	2633	Oiyeleyo'	X4225AC-7	He Ni Po 	Fo 			{ -3 }	(741+1)	[828A]			R	513	AsWc	A1 V M5 V	P	17	28
Iwah	2638	Khiai	X54326B-5	Lo Po 	Fo 		O:2739	{ -3 }	(411-1)	[4177]			R	914	AsVc	M1 V M0 V M2 V	P	13	4
Iwah	2639	Khye	C676786-8	Ag 	Pi 			{ 0 }	(D68-1)	[6747]				304	AsVc	M2 V	P	15	562
Iwah	2705	Tisaryarlou	DA7A205-8	Lo Oc 				{ -3 }	(411-5)	[1136]				900	AsMw	M8 III D	D	13	2
Iwah	2706	Ihyuhiyilya	B42426B-8	Lo 			O:3003	{ -1 }	(911+1)	[417A]				505	AsMw	K1 V	D	17	9
Iwah	2708	Ahyaaw	D432327-9	Lo Po 				{ -2 }	(921-2)	[3159]				604	AsWc	M1 V	D	11	14
Iwah	2709	Feheah	B769503-D	Ni 	Pr 			{ 1 }	(745-2)	[262A]				800	AsMw	M3 V	D	8	112
Iwah	2710	Htyafteaoir	A200368-E	Lo Va 			O:2711	{ 1 }	(721+1)	[345E]				302	AsVc	G9 V M9 V	D	8	14
Iwah	2711	Iyesuaea	A96A796-B	Ri Wa 				{ 3 }	(E6D+2)	[6A4A]				114	AsVc	M2 V	H	11	2,184
Iwah	2721	Hauisea	X756886-2	Ga 	Pa Ph Fo 			{ -2 }	(A73-3)	[7641]			R	502	AsTv	K9 II D	L	10	147
Iwah	2726	Hausuir	B635887-B		Ph 			{ 2 }	(D7C+2)	[8A5B]		T		703	AsTv	M2 V	L	7	2,184
Iwah	2727	Htehla	B563487-9	Ni 				{ 0 }	(A33+1)	[4459]				704	AsTv	M2 V	L	13	90
Iwah	2728	O'eehiykhew	C543557-8	Ni Po 				{ -2 }	(B42-2)	[5358]				704	AsVc	M2 V K2 V	L	10	70
Iwah	2729	Yesalraye'ao	C774585-9	Ag Ni 				{ 0 }	(A44-2)	[3537]				503	AsWc	M1 V	L	11	128
Iwah	2732	Ohekhe	C100749-8	Na Va 	Pi 			{ -1 }	(C67+1)	[8669]				712	AsMw	M1 V	P	9	504
Iwah	2733	Oiehoie	C547334-9	Lo 				{ -1 }	(621-3)	[1237]				910	AsTv	M2 V	P	4	8
Iwah	2734	Ehrarakheirl	C79738C-9	Lo 				{ -1 }	(721+2)	[628C]				120	AsWc	M3 V M6 V	P	11	28
Iwah	2736	Oaheiktala	C100887-9	Na Va 	Ph Pi 			{ 0 }	(B79+1)	[8859]				210	AsWc	M0 V	P	9	693
Iwah	2738	Eikhaiwisa	B434369-9	Lo 			O:2739	{ 0 }	(921+1)	[436A]				804	AsVc	M1 V	P	11	18
Iwah	2739	Oiwokhei	A668788-C	Ag Ri 				{ 4 }	(E6E+4)	[7B5C]				105	AsVc	G2 V M6 V	P	11	4,704
Iwah	2740	Hteosah	C668686-8	Ag Ni Ri 				{ 0 }	(854-1)	[5647]				800	AsT2	K0 V	P	9	144
Iwah	2801	Iyes	B310388-C	Lo 				{ 1 }	(721+1)	[345C]				902	AsMw	K7 V M5 V	D	6	14
Iwah	2808	Kikhtoiw	B557386-B	Lo 				{ 1 }	(821+1)	[244A]				903	AsT2	M3 V M9 V	D	15	16
Iwah	2811	El	C79A6BA-8	Ni Wa 				{ -2 }	(952+1)	[847A]				310	AsVc	K0 V	H	10	90
Iwah	2812	Aiyekhoa	E7698AA-7	Ri 	Ph 			{ -1 }	(A77+1)	[A779]				114	AsTv	M2 V G6 V	H	15	490
Iwah	2813	Oisiyl	E434000-0	Ba 				{ -3 }	(200-5)	[0000]				004	AsXX	K8 V M7 V	H	16	0
Iwah	2816	Iykhyahis	B310246-B	Lo 				{ 1 }	(711+1)	[134A]				412	AsVc	M2 V M4 V	H	10	7
Iwah	2819	Ileai	D421588-9	He Ni Po 				{ -2 }	(942-2)	[5359]				502	AsMw	K1 V M3 V	H	15	58
Iwah	2822	Alasaokh	C657376-9	Lo Ga 				{ -1 }	(921-2)	[2248]				913	AsSc	M3 V M5 V	L	13	14
Iwah	2825	Akeheasaua	E8C5786-9	Fl 	Fo 			{ -1 }	(C68-2)	[6648]			R	503	AsWc	K2 V	L	10	461
Iwah	2827	Asyehkyo	C66A488-B	Ni Wa 				{ 0 }	(A33+1)	[445B]				504	AsVc	K1 V M3 V	L	8	90
Iwah	2832	Iylreifoa	B547894-A		Pa Ph Pi 			{ 2 }	(E7B+1)	[6A38]				904	AsMw	M1 V	P	13	1,078
Iwah	2833	Osealais	C567266-6	Lo 			O:2832	{ -2 }	(411-3)	[1145]				504	AsMw	M0 V	P	16	3
Iwah	2834	Tyawoal	A68657A-D	Ag Ni Ga 	Pr 			{ 2 }	(C46+4)	[777F]				705	AsSc	M7 III	P	16	1,152
Iwah	2836	Eaouaiy	X432725-6	Na Po 	Fo 			{ -2 }	(965-4)	[5534]			R	523	AsVc	M5 III	P	9	162
Iwah	2839	Tisarewoilr	C6578BB-8	Ga 	Pa Ph 			{ -1 }	(F77+1)	[A77A]				514	AsT8	M2 II	P	10	735
Iwah	2904	Hreiaeaw	A667166-9	Lo Ga 			O:3003	{ 0 }	(711-1)	[1148]				804	AsMw	K3 V	D	8	6
Iwah	2905	Eiyetaoyel	C524368-8	Lo 			O:3003	{ -2 }	(B21-2)	[3158]				115	AsMw	M1 V	D	12	18
Iwah	2906	Arleahaeihiy	D100733-9	Na Va 	Pi 			{ -1 }	(968-4)	[4626]				500	AsMw	M2 V	D	12	259
Iwah	2907	Uilekhalr	A310268-E	Lo 			O:2909	{ 1 }	(511+1)	[235E]		R		710	AsT0	M2 V M3 V	D	5	5
Iwah	2909	Tyaou	B1008B8-D	Na Va 	Ph Pi 			{ 2 }	(F7D+2)	[8A5D]		R		614	AsT0	K2 V	D	10	2,730
Iwah	2910	Yeil	D595338-7	Lo 				{ -3 }	(521-3)	[3157]				310	AsT4	G6 V	D	9	7
Iwah	2915	Oirahea	C43745A-B	Ni 				{ 0 }	(B33+2)	[647D]				105	AsWc	M1 V M8 V	H	13	198
Iwah	2916	Ftow	D96A438-6	Ni Wa 				{ -3 }	(631-3)	[4156]				305	AsWc	M2 V M4 V	H	14	13
Iwah	2918	UIAOUR	B434975-E	Hi 				{ 3 }	(E8F+1)	[7C3C]		R		403	AsSc	M1 V	H	13	1,680
Iwah	2936	Wuikeas	B78A487-D	Ni Wa 				{ 1 }	(A34+1)	[455D]		T		204	AsTv	M9 III	P	11	120
Iwah	2940	Te	A57416A-C	Lo 			O:2739	{ 1 }	(611+3)	[327E]				812	AsVc	M0 V	P	12	18
Iwah	3002	IYSAS	E100A8A-B	Hi In Na Va 				{ 2 }	(E9D+4)	[CC7D]				502	AsTv	K0 V M4 V M7 V	D	7	6,552
Iwah	3003	HFAE	C541A88-A	He Hi In Po 				{ 3 }	(F9D+3)	[AD5A]				303	AsMw	K2 V M6 V	D	11	5,265
Iwah	3004	Foahleahiyah	B997683-9	Ag Ni 				{ 1 }	(D55-2)	[3726]				423	AsWc	K4 V	D	15	260
Iwah	3009	Aulaolrew	A000694-B	As Na Ni Va 				{ 1 }	(A55-1)	[4739]		R		702	AsVc	A8 IV	D	7	225
Iwah	3010	HAHOAUI	X564A76-6	Hi 	Fo 			{ -1 }	(C97-2)	[9945]			R	704	AsSc	K0 V	D	16	605
Iwah	3011	Taoea	B434554-D	Ni 				{ 1 }	(C45-1)	[363B]				123	AsT6	K1 V	H	12	216
Iwah	3017	Aialoiiyrei	D687266-6	Lo Ga 			O:2918	{ -3 }	(411-4)	[1145]				212	AsSc	M5 III D	H	16	2
Iwah	3019	Hoikiyhaiha	C200899-A	Na Va 	Ph Pi 			{ 1 }	(A7A+2)	[996B]				600	AsWc	G5 III	H	5	1,400
Iwah	3020	Aeesa	C9E4547-7	Ni 				{ -2 }	(742-2)	[5357]				200	AsT2	M3 V	H	7	45
Iwah	3021	Aurleaastaea	C539486-9	Ni 				{ -1 }	(A32-2)	[3348]				813	AsMw	M1 V M1 V	L	14	48
Iwah	3022	Iaoaoh	A95A778-D	Wa 				{ 2 }	(B6D+2)	[795D]				111	AsSc	K5 II	L	9	1,716
Iwah	3023	Kauai	A898343-D	Lo 				{ 1 }	(721-2)	[142A]				602	AsVc	K2 V	L	15	11
Iwah	3028	Iyw	A577553-D	Ag Ni 				{ 2 }	(746-1)	[272A]				600	AsTv	M3 V	L	10	151
Iwah	3030	Yeyewearlal	X659675-3	Ni 	Fo 			{ -3 }	(851-5)	[4331]			R	825	AsSc	G0 V	L	11	20
Iwah	3032	Heaai	B433754-D	Na Po 				{ 2 }	(B6D+1)	[593B]		T		502	AsT0	G0 V M0 V	P	12	858
Iwah	3034	Khtai	C432347-B	Lo Po 				{ 0 }	(621+1)	[335B]				210	AsT5	K7 III	P	11	12
Iwah	3106	Yelaohiya	D556478-7	Ni 	Pa 			{ -3 }	(631-3)	[4157]				703	AsSc	M2 V	D	7	13
Iwah	3107	Oahoi'ieyus	C556227-7	Lo 				{ -2 }	(411-2)	[2157]				824	AsVc	K8 V	D	12	3
Iwah	3115	STAIREARL	A628984-D	Hi In 				{ 4 }	(F8G+2)	[7D3B]				504	AsMw	A6 V K5 V	H	10	3,840
Iwah	3116	AYARLYEEA	D310978-A	Hi In Na 				{ 2 }	(E8C+2)	[9B5A]				203	AsSc	M3 V	H	9	2,688
Iwah	3117	Eiwoakharl	A427777-C		Pi 			{ 2 }	(A6C+2)	[795C]				110	AsSc	M3 V	H	7	1,440
Iwah	3119	Fihlastea	E595147-7	Lo 				{ -3 }	(311-3)	[1157]				615	AsMw	M1 V	H	18	2
Iwah	3124	Aohiheew	C698847-8		Pa Ph Pi 			{ -1 }	(F77-1)	[8758]				205	AsT6	M1 V M3 V	L	13	662
Iwah	3128	Weiyoh	C310775-A	Na 	Pi 			{ 1 }	(A6A-1)	[5838]				501	AsSc	M2 V M4 V	L	11	540
Iwah	3129	Ileah	B63A859-B	Wa 	Ph 			{ 2 }	(E7C+3)	[9A6C]				604	AsWc	K0 V	L	8	3,528
Iwah	3130	Areieileea	C587225-9	Lo 				{ -1 }	(711-3)	[1137]				403	AsTv	F0 V	L	7	5
Iwah	3131	Iystea	C9C5759-A	Fl 				{ 1 }	(C6A+2)	[886B]				312	AsTv	M1 V	P	12	1,440
Iwah	3138	Htiyh	C3105A7-8	Ni 				{ -2 }	(742-2)	[5358]				400	AsVc	G7 IV	P	12	45
Iwah	3201	Eiwew	C9795A9-7	Ni 				{ -2 }	(742-1)	[6368]				300	AsTv	M0 V G9 V	D	4	50
Iwah	3202	AHREAH	C7C4A75-D	Fl Hi In 				{ 3 }	(F9F+1)	[8D3B]				303	AsSc	M1 V M3 V	D	12	2,025
Iwah	3203	Eayeakha'	C200637-8	Na Ni Va 				{ -2 }	(B52-2)	[6458]				412	AsMw	M2 V	D	11	88
Iwah	3205	Khyaktaeis	A8A4343-D	Fl Lo 				{ 1 }	(921-2)	[142A]		R		804	AsMw	M1 V M3 V	D	8	14
Iwah	3207	Ahkoi	A6A258C-D	Fl He Ni 				{ 1 }	(B45+4)	[868G]				604	AsTv	M2 V	D	12	880
Iwah	3209	Fteira	E100789-9	Na Va 	Pi 			{ -1 }	(D68+1)	[866A]				104	AsWc	M1 V M5 V	D	14	624
Iwah	3210	Earlah	B79A497-D	Ni Wa 				{ 1 }	(634+1)	[455D]				500	AsWc	G4 V M9 V	D	9	72
Iwah	3219	Eroaewe	B410687-A	Na Ni 				{ 1 }	(B55+1)	[675A]				803	AsVc	G3 V M4 V	H	10	275
Iwah	3220	Eiihea	D522355-9	He Lo Po 				{ -2 }	(821-4)	[1137]				603	AsWc	M3 V	H	8	10
Iwah	3223	Khus	B434788-A					{ 2 }	(C6B+2)	[795A]				903	AsVc	M1 V M3 V	L	11	1,584
Iwah	3224	Hkaiaiee	CAA7483-A	Fl Ni 				{ 0 }	(B33-3)	[1427]				214	AsVc	K2 V	L	10	69
Iwah	3225	Oiiyhrea	C548584-8	Ag Ni 				{ -1 }	(B43-3)	[3436]				622	AsVc	M3 V M9 V	L	14	92
Iwah	3226	Ryuke	B6636B8-A	Ni Ri 				{ 2 }	(B56+2)	[685A]		T		203	AsTv	K3 IV M3 V	L	8	660
Iwah	3229	Oaeaekhilr	C665386-7	Lo Ga 				{ -2 }	(521-3)	[2146]				104	AsVc	M2 V	L	10	7
Iwah	3233	Awalr	C100446-A	Ni Va 				{ 0 }	(633-1)	[3449]				500	AsTv	M2 V	P	8	49
Iwah	3234	Erles	B772797-A	He 	Pi 			{ 2 }	(C6B+2)	[795A]				603	AsVc	M3 V	P	16	1,584
Iwah	3235	Hwaiasoiaiha	C562878-8	Ri 	Ph 			{ 0 }	(D78+1)	[8858]				403	AsSc	M0 V	P	12	728
Iwah	3236	Khtyahea	C565687-8	Ag Ni Ri 				{ 0 }	(B54+1)	[6658]				821	AsMw	M0 V	P	9	220
Iwah	3238	Hrearlireal	B532889-B	Na Po 	Ph 			{ 2 }	(C7C+3)	[9A6C]		T		802	AsVc	G4 V M2 V	P	12	3,024
Iwah	3239	Iale	B728883-B		Ph Pi 			{ 2 }	(D7C-1)	[5A28]				503	AsT2	K0 V	P	11	983
Iwah	3240	Leau	C438648-7	Ni 				{ -2 }	(852-2)	[6457]				200	AsTv	M2 V	P	11	64
Ley	0101	Amikell	A545833-9		Pa Ph Pi Pz 			{ 1 }	(E7A-2)	[5926]	BcDe	N	A	404	ImDg	K8 V	A	9	784
Ley	0102	Kagemushi	D435615-6	Ni 				{ -3 }	(851-5)	[4334]	B		 	312	ImDg	K1 V	A	15	20
