	Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	s	SS	W	RU	Tech-Mod	St	S	A	H	P	G	L	T	P	B	G	St		Ag 	As 	Ba 	De 	Fl 	He 	Hi 	Ic 	In 	Lo 	Na 	Ni 	Oc 	Po 	Ga 	Ri 	Va 	Wa 	Pa 	Pi 	Pr 	Ph 	An 	Cp		Di 	Fo 	Pz 	Da 	B	c	C	D	e	E	f	F	G	Location	Scout ID	Stars	M1000 Names	M0 Names	Rule of Man Names	Ziru Sirka	Res	Lab	Inf	i	Eff	e	Importance	Homogeneity	Acceptance	Strangeness	Symbols	Population	Human?	Alien?	 Human 	 Non-Human 	Human Minor	Important	Noble				x	y
Milieu 0	Lish	1705	Kinshir Un.	C430000-A	De Po 	Di 			{ 0 }	(704-1)	[2028]				210	ImDa	K4 V M9 V	2	P	10	0	8	3	4	3	0	0	0	0	10	2	1	0	C	1				De 										Po 												Di 				B									Lish 3239	430-	K4 V M9 V	Sha	Kinshir Un.	Siikhi	Shiikhiguka	7	0	4	4	-1	-1	+0	2	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	0						
Milieu 0	Lish	1711	Khaerinirk.	E674000-9		Di 			{ -2 }	(802-4)	[4028]				500	ImDa	F5 V M4 V	2	P	5	0	1	5	6	7	4	0	0	0	9	5	0	0	E	1																										Di 				B									Lish 3239	674-	F5 V M4 V	Thirarer	Khaerinirk.	Kiggu	Khiggumma	8	0	2	2	-4	-4	-2	4	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Lish	1712	Kaguushkaaak.	D96A000-A	Wa 	Di 			{ -1 }	(501-2)	[1028]				500	ImDa	K9 V	1	P	13	0	5	4	9	6	10	0	0	0	10	5	0	0	D	1																		Wa 								Di 				B									Lish 3239	96A-	K9 V	Rega Dungu	Kaguushkaaak.	Govemeeio	Milir	5	0	1	1	-2	-2	-1	1	0	2	8	 5.00 	 0.10 	0	 1 	 5 	1	-1						
Milieu 0	Lish	1722	Liiag.	F9A5000-A	Fl 	Di 			{ -1 }	(801-5)	[1028]				602	ImDa	M0 V	1	P	12	0	2	6	9	10	5	0	0	0	10	6	0	2	F	1					Fl 																					Di 				B									Lish 3239	9A5-	M0 V	Bilam	Liiag.	Aamli	Agamlidis	8	0	1	1	-5	-5	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	1723	Uugli	C799000-A		Di 			{ 0 }	(701-3)	[1028]				313	ImDa	M3 V M8 V	2	P	10	0	7	3	7	9	9	0	0	0	10	3	1	3	C	1																										Di 				B									Lish 3239	799-	M3 V M8 V	Boatham	Uugli	Akhikhiidu	Akhikhiidu	7	0	1	1	-3	-3	+0	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	0						
Milieu 0	Lish	1724	Kimshuu	C785000-8	Ga 	Di 			{ -2 }	(C03-2)	[2028]				215	ImDa	K6 V	1	P	13	0	5	3	7	8	5	0	0	0	8	2	1	5	C	1															Ga 											Di 				B									Lish 3239	785-	K6 V	Orwell	Kimshuu	Ardir	Ardir	C	0	3	3	-2	-2	-2	2	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-2						
Milieu 0	Lish	1725	Vledes	F200000-A	Va 	Di 			{ -1 }	(901-5)	[4028]				810	ImDa	K3 V M0 V	2	P	5	0	2	6	2	0	0	0	0	0	10	8	1	0	F	1																	Va 									Di 				B									Lish 3239	200-	K3 V M0 V	Kely-sugn	Vledes	Oo	Shak	9	0	1	1	-5	-5	-1	4	0	2	8	 8.00 	 0.90 	0	 7 	 1 	0	-1						
Milieu 0	Lish	1730	Kiraa Khi.	C693000-9		Di 			{ -1 }	(705+1)	[5028]				200	ImDa	K3 V M4 V	2	P	16	0	5	3	6	9	3	0	0	0	9	2	0	0	C	1																										Di 				B									Lish 3239	693-	K3 V M4 V	Rastar	Kiraa Khi.	Sushig	Shushiguursha	7	0	5	5	+1	1	-1	5	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-1						
Milieu 0	Lish	1733	Mimka Gim.	C200000-A	Va 	Di 			{ 0 }	(A05+1)	[5028]				003	ImDa	M1 V M2 V	2	P	14	0	8	3	2	0	0	0	0	0	10	0	0	3	C	1																	Va 									Di 				B									Lish 3239	200-	M1 V M2 V	Blue	Mimka Gim.	Adgud	Aadgudusha	A	0	5	5	+1	1	+0	5	0	2	8	 -   	 0.90 	0	 -   	 -   	1	0						
Milieu 0	Lish	1735	Liguum.	F100000-A	Va 	Di 			{ -1 }	(A02-3)	[4028]				603	ImDa	G2 V	1	P	12	0	3	6	1	0	0	0	0	0	10	6	0	3	F	3																	Va 									Di 				B									Lish 3241	100-	G2 V	Juneau	Liguum.	Ikir	Ziikir	A	0	2	2	-3	-3	-1	4	0	2	8	 6.00 	 0.90 	0	 5 	 1 	0	-1						
Milieu 0	Lish	1805	Aarnamsha.	F300000-9	Va 	Di 			{ -2 }	(501-4)	[1028]				302	ImDa	M1 V	1	P	12	0	3	6	3	0	0	0	0	0	9	3	0	2	F	12																	Va 									Di 				B									Lish 3250	300-	M1 V	Steret's Rock	Aarnamsha.	Lzushkaar	Lezushkaarmii	5	0	1	1	-4	-4	-2	1	0	2	8	 3.00 	 0.90 	0	 3 	 0 	0	-2						
Milieu 0	Lish	1810	Aguun Ar.	F646000-8		Di 			{ -3 }	(601-3)	[4028]				300	ImDa	K0 V M8 V	2	P	10	0	1	6	6	4	6	0	0	0	8	3	0	0	F	54																										Di 				B									Lish 3292	646-	K0 V M8 V	Midashar	Aguun Ar.	Akandaa	Arkandaashaa	6	0	1	1	-3	-3	-3	4	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-3						
Milieu 0	Lish	1811	Renmiruur.	D542000-A	He Po 	Di 			{ -1 }	(704-2)	[3028]				100	ImDa	M3 V M7 V	2	P	6	0	4	4	5	4	2	0	0	0	10	1	0	0	D	134						He 								Po 												Di 				B									Lish 3372	542-	M3 V M7 V	Alliance	Renmiruur.	Kikiigga	Ikiigga	7	0	4	4	-2	-2	-1	3	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	1813	Ludmii.	C551000-8	Po 	Di 			{ -2 }	(A01-4)	[1028]				305	ImDa	K4 V	1	D	13	0	5	3	5	5	1	0	0	0	8	3	0	5	C	163														Po 												Di 				B									Lish 3401	551-	K4 V	Wontime	Ludmii.	Mguskhi	Muguskhisu	A	0	1	1	-4	-4	-2	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-2						
Milieu 0	Lish	1814	Amir	D879000-8		Di 			{ -3 }	(901-3)	[1028]				004	ImDa	K7 V M9 V	2	P	12	0	5	4	8	7	9	0	0	0	8	0	0	4	D	323																										Di 				B									Lish 3561	879-	K7 V M9 V	Khan Mirgina	Amir	Igirkudi	Kiigirkudi	9	0	1	1	-3	-3	-3	1	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-3						
Milieu 0	Lish	1815	Shegla Gis.	D423000-7	Po 	Di 			{ -3 }	(702-5)	[1028]				610	ImDa	K1 V	1	L	7	0	6	4	4	2	3	0	0	0	7	6	1	0	D	388														Po 												Di 				B									Lish 3626	423-	K1 V	Aganak	Shegla Gis.	Mgarkul	Magarkulir	7	0	2	2	-5	-5	-3	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-3						
Milieu 0	Lish	1818	Uumuumunuun.	C310000-A		Di 			{ 0 }	(804-1)	[2028]				420	ImDa	M1 V M2 V	2	P	14	0	7	3	3	1	0	0	0	0	10	4	2	0	C	616																										Di 				B									Lish 3854	310-	M1 V M2 V	Angvoz	Uumuumunuun.	Dushmidgi	Duushmidgikig	8	0	4	4	-1	-1	+0	2	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	0						
Milieu 0	Lish	1823	Uundin	C666000-A	Ga 	Di 			{ 0 }	(701-3)	[1028]				104	ImDa	M0 V	1	P	7	0	5	3	6	6	6	0	0	0	10	1	0	4	C	756															Ga 											Di 				B									Lish 3994	666-	M0 V	Formore	Uundin	Nigsuur	Nigsuur	7	0	1	1	-3	-3	+0	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	0						
Milieu 0	Lish	1826	Nabiar.	B400000-7	Va 	Di 			{ -1 }	(C04+1)	[3028]				524	ImDa	M2 V	1	P	9	0	10	2	4	0	0	0	0	0	7	5	2	4	B	835																	Va 									Di 				B									Lish 4073	400-	M2 V	Stopover	Nabiar.	Akhikur	Arkhikurmish	C	0	4	4	+1	1	-1	3	0	2	8	 5.00 	 0.90 	0	 5 	 1 	0	-1						
Milieu 0	Lish	1827	Bair.	B556000-A		Di 			{ 1 }	(701-3)	[1028]				422	ImDa	K0 V	1	P	7	0	8	2	5	5	6	0	0	0	10	4	2	2	B	837																										Di 				B									Lish 4075	556-	K0 V	Asinto	Bair.	Od	Irlam	7	0	1	1	-3	-3	+1	1	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	1						
Milieu 0	Lish	1829	Lanka Dir.	D947000-7		Di 			{ -3 }	(803-2)	[5028]				424	ImDa	F4 V	1	D	9	0	2	4	9	4	7	0	0	0	7	4	2	4	D	862																										Di 				B									Lish 4100	947-	F4 V	Kando	Lanka Dir.	Aizukur	Lamizukur	8	0	3	3	-2	-2	-3	5	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-3						
Milieu 0	Lish	1831	Miuuruup.	F200000-8	Va 	Di 			{ -3 }	(501-2)	[4028]				300	ImDa	M0 V	1	H	11	0	3	6	2	0	0	0	0	0	8	3	0	0	F	974																	Va 									Di 				B									Lish 4212	200-	M0 V	Barerock	Miuuruup.	Agikimi	Agikimi	5	0	1	1	-2	-2	-3	4	0	2	8	 3.00 	 0.90 	0	 3 	 0 	0	-3						
Milieu 0	Lish	1832	Gaur.	D593000-8		Di 			{ -3 }	(802-5)	[2028]				612	ImDa	G7 V	1	P	9	0	2	4	5	9	3	0	0	0	8	6	1	2	D	1005																										Di 				B									Lish 4243	593-	G7 V	Thaplaze	Gaur.	Mdshu	Madshurma	8	0	2	2	-5	-5	-3	2	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-3						
Milieu 0	Lish	1834	Sharkaar.	D576000-A		Di 			{ -1 }	(C03-3)	[4028]				704	ImDa	K0 V M9 V	2	P	7	0	2	4	5	7	6	0	0	0	10	7	0	4	D	1034																										Di 				B									Lish 4272	576-	K0 V M9 V	Kyushu	Sharkaar.	Ushadush	Udshadushad	C	0	3	3	-3	-3	-1	4	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Lish	1835	Vlain	B410000-9		Di 			{ 0 }	(604+1)	[4028]				700	ImDa	K4 V M3 V	2	H	8	0	10	2	4	1	0	0	0	0	9	7	0	0	B	1074																										Di 				B									Lish 4312	410-	K4 V M3 V	Bistar	Vlain	Aaangar	Aangar	6	0	4	4	+1	1	+0	4	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	0						
Milieu 0	Lish	1836	Diindgar Vlaa.	D9B5000-9	Fl 	Di 			{ -2 }	(902-2)	[6028]				610	ImDa	M1 V M5 V	2	P	5	0	3	4	9	11	5	0	0	0	9	6	1	0	D	1121					Fl 																					Di 				B									Lish 4359	9B5-	M1 V M5 V	Shion Card	Diindgar Vlaa.	Asakhikazir	Sakhikazir	9	0	2	2	-2	-2	-2	6	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Lish	1837	Iimkharka.	E687000-9	Ga 	Di 			{ -2 }	(501-4)	[2028]				100	ImDa	K4 V	1	P	13	0	1	5	6	8	7	0	0	0	9	1	0	0	E	1202															Ga 											Di 				B									Lish 4440	687-	K4 V	Sperris	Iimkharka.	Kakhish	Kakhish	5	0	1	1	-4	-4	-2	2	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-2						
Milieu 0	Lish	1907	Miir	F310000-A		Di 			{ -1 }	(A01-2)	[4028]				704	ImDa	K2 V M5 V	2	P	9	0	3	6	3	1	0	0	0	0	10	7	0	4	F	1308																										Di 				B									Lish 4546	310-	K2 V M5 V	Post	Miir	Asunkii	Arsunkiigi	A	0	1	1	-2	-2	-1	4	0	2	8	 7.00 	 0.10 	0	 1 	 6 	1	-1						
Milieu 0	Lish	1908	Uurna Nuu.	C574000-A		Di 			{ 0 }	(904-3)	[1028]				203	ImDa	M0 V	1	P	9	0	6	3	5	7	4	0	0	0	10	2	0	3	C	1329																										Di 				B									Lish 4567	574-	M0 V	Kogside	Uurna Nuu.	Saamidak	Ishaamidak	9	0	4	4	-3	-3	+0	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	0						
Milieu 0	Lish	1909	Khauur.	C764000-8		Di 			{ -2 }	(B05+5)	[A028]				103	ImDa	K5 V M2 V	2	P	11	0	4	3	7	6	4	0	0	0	8	1	0	3	C	1359																										Di 				B									Lish 4597	764-	K5 V M2 V	Shikangu	Khauur.	Uhage	Ushagersha	B	0	5	5	+5	5	-2	A	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-2						
Milieu 0	Lish	1910	Mir.	E544000-A		Di 			{ -1 }	(501-5)	[1028]				604	ImDa	K9 V	1	P	14	0	1	5	5	4	4	0	0	0	10	6	0	4	E	1413																										Di 				B									Lish 4651	544-	K9 V	Bagaskaa	Mir.	Gnkuker	Egunkuker	5	0	1	1	-5	-5	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	1911	Khasha Ga.	C895000-9		Di 			{ -1 }	(B04-3)	[1028]				314	ImDa	K6 V	1	P	8	0	5	3	8	9	5	0	0	0	9	3	1	4	C	1459																										Di 				B									Lish 4697	895-	K6 V	Mikisha	Khasha Ga.	Rsumir	Irshiisumir	B	0	4	4	-3	-3	-1	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Lish	1912	Liimkageshi	D435000-7		Di 			{ -3 }	(C02-5)	[3028]				322	ImDa	M1 V	1	L	12	0	5	4	4	3	5	0	0	0	7	3	2	2	D	1488																										Di 				B									Lish 4726	435-	M1 V	Agiisha	Liimkageshi	Thotreileyw	Liimkageshi	C	0	2	2	-5	-5	-3	3	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-3						
Milieu 0	Lish	1913	Meshge.	B686000-7	Ga 	Di 			{ -1 }	(704-3)	[1028]				810	ImDa	K1 V	1	P	13	0	8	2	6	8	6	0	0	0	7	8	1	0	B	1528															Ga 											Di 				B									Lish 4766	686-	K1 V	Khursham	Meshge.	Guglananmar	Uglananmar	7	0	4	4	-3	-3	-1	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-1						
Milieu 0	Lish	1914	Kuid Inmuu.	D87A000-A	Wa 	Di 			{ -1 }	(C04-2)	[4028]				104	ImDa	M1 V M0 V	2	L	14	0	4	4	8	7	10	0	0	0	10	1	0	4	D	1589																		Wa 								Di 				B									Lish 4827	87A-	M1 V M0 V	Aquella	Kuid Inmuu.	Aimkak	Agimkakhi	C	0	4	4	-2	-2	-1	4	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	1915	Sish.	D578000-A		Di 			{ -1 }	(B04-4)	[1028]				113	ImDa	F8 V M5 V	2	P	8	0	3	4	5	7	8	0	0	0	10	1	1	3	D	1718																										Di 				B									Lish 4956	578-	F8 V M5 V	Unnakaa	Sish.	Mgarm	Magarmagun	B	0	4	4	-4	-4	-1	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	1916	Garer.	B584000-8		Di 			{ -1 }	(806+2)	[5028]				610	ImDa	G2 V	1	H	10	0	7	2	5	8	4	0	0	0	8	6	1	0	B	1774																										Di 				B									Lish 5012	584-	G2 V	Khalu	Garer.	Sargu	Shargusur	8	0	6	6	+2	2	-1	5	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	1917	Segagi.	F583000-A		Di 			{ -1 }	(601-5)	[1028]				803	ImDa	K8 V	1	P	12	0	1	6	5	8	3	0	0	0	10	8	0	3	F	1814																										Di 				B									Lish 5052	583-	K8 V	Uunla	Segagi.	Kpdila	Kipdilage	6	0	1	1	-5	-5	-1	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-1						
Milieu 0	Lish	1919	Uumkhuum.	F625000-A		Di 			{ -1 }	(601-1)	[6028]				100	ImDa	M1 V	1	P	10	0	2	6	6	2	5	0	0	0	10	1	0	0	F	1836																										Di 				B									Lish 5074	625-	M1 V	Khuki	Uumkhuum.	Sala	Aslikala	6	0	1	1	-1	-1	-1	6	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	1922	Kiiaarir.	D766000-9	Ga 	Di 			{ -2 }	(804-4)	[2028]				220	ImDa	M0 V	1	P	16	0	2	4	7	6	6	0	0	0	9	2	2	0	D	1839															Ga 											Di 				B									Lish 5077	766-	M0 V	Irmidker	Kiiaarir.	Ihshag	Ishshagen	8	0	4	4	-4	-4	-2	2	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-2						
Milieu 0	Lish	1923	Lei.	D897000-A		Di 			{ -1 }	(602-1)	[4028]				300	ImDa	G6 V M7 V	2	D	14	0	3	4	8	9	7	0	0	0	10	3	0	0	D	1971																										Di 				B									Lish 5209	897-	G6 V M7 V	Kisugi	Lei.	Emishii	Esmishiigaash	6	0	2	2	-1	-1	-1	4	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Lish	1926	Rash.	D310000-A		Di 			{ -1 }	(904+1)	[7028]				010	ImDa	M3 V	1	P	12	0	4	4	3	1	0	0	0	0	10	0	1	0	D	2008																										Di 				B									Lish 5246	310-	M3 V	Blevins	Rash.	Gmshugu	Gamshugudmu	9	0	4	4	+1	1	-1	7	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Lish	1927	Uurras Uur.	D566000-8		Di 			{ -3 }	(703-1)	[5028]				810	ImDa	F3 V M3 V	2	P	7	0	3	4	5	6	6	0	0	0	8	8	1	0	D	2039																										Di 				B									Lish 5277	566-	F3 V M3 V	Karmii	Uurras Uur.	Mkhi	Imkhi	7	0	3	3	-1	-1	-3	5	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-3						
Milieu 0	Lish	1929	Inerenuur.	F611000-A	Ic 	Di 			{ -1 }	(801-4)	[5028]				402	ImDa	G0 V	1	L	7	0	1	6	6	1	1	0	0	0	10	4	0	2	F	2092								Ic 																		Di 				B									Lish 5330	611-	G0 V	Blizzard	Inerenuur.	Shesudgisna	Shesudgisna	8	0	1	1	-4	-4	-1	5	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Lish	1930	Iishvla Im.	E546000-A		Di 			{ -1 }	(601-3)	[4028]				110	ImDa	K3 V M0 V M0 V	3	P	8	0	1	5	5	4	6	0	0	0	10	1	1	0	E	2135																										Di 				B									Lish 5373	546-	K3 V M0 V M0 V	Irkurshir	Iishvla Im.	Grkag	Gurkagamlu	6	0	1	1	-3	-3	-1	4	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	1932	Niirge Khar.	B594000-A		Di 			{ 1 }	(604-1)	[2028]				000	ImDa	G8 V	1	P	6	0	8	2	5	9	4	0	0	0	10	0	0	0	B	2160																										Di 				B									Lish 5398	594-	G8 V	Kagsazar	Niirge Khar.	Kkemmanmun	Akemmanmun	6	0	4	4	-1	-1	+1	2	0	2	8	 -   	 0.10 	0	 -   	 -   	0	1						
Milieu 0	Lish	1934	Irkar Vlak.	B310000-7		Di 			{ -1 }	(604-3)	[1028]				400	ImDa	G2 V M1 V	2	P	7	0	9	2	3	1	0	0	0	0	7	4	0	0	B	2206																										Di 				B									Lish 5444	310-	G2 V M1 V	Kiiki	Irkar Vlak.	Uumsh	Usumshuga	6	0	4	4	-3	-3	-1	1	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Lish	1935	Irshi In.	D312000-6	Ic 	Di 			{ -3 }	(901-5)	[1028]				204	ImDa	M2 V M5 V	2	P	10	0	6	4	3	1	2	0	0	0	6	2	0	4	D	2217								Ic 																		Di 				B									Lish 5455	312-	M2 V M5 V	Tallin	Irshi In.	Akashgirkiiduur	Kashgirkiiduur	9	0	1	1	-5	-5	-3	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-3						
Milieu 0	Lish	1936	Khiidnaska.	C525000-A		Di 			{ 0 }	(B06+1)	[3028]				604	ImDa	K2 V M0 V	2	P	16	0	6	3	5	2	5	0	0	0	10	6	0	4	C	2309																										Di 				B									Lish 5547	525-	K2 V M0 V	Uudmi	Khiidnaska.	Hzarkhash	Shedzarkhash	B	0	6	6	+1	1	+0	3	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	0						
Milieu 0	Lish	1939	Apnedima.	D79A000-A	Wa 	Di 			{ -1 }	(801-1)	[1028]				504	ImDa	M2 V	1	P	14	0	6	4	7	9	10	0	0	0	10	5	0	4	D	2361																		Wa 								Di 				B									Lish 5599	79A-	M2 V	Egmur	Apnedima.	Duugii	Duugii	8	0	1	1	-1	-1	-1	1	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	2007	Kiguuke.	B877000-A		Di 			{ 1 }	(A06+2)	[5028]				821	ImDa	G9 V M0 V	2	P	8	0	7	2	8	7	7	0	0	0	10	8	2	1	B	2423																										Di 				B									Lish 5661	877-	G9 V M0 V	Kiidu	Kiguuke.	Diiba	Diiba	A	0	6	6	+2	2	+1	5	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	1						
Milieu 0	Lish	2008	Shiila.	D434000-A		Di 			{ -1 }	(E04+1)	[6028]				025	ImDa	K4 V	1	P	11	0	5	4	4	3	4	0	0	0	10	0	2	5	D	2439																										Di 				B									Lish 5677	434-	K4 V	Gilish	Shiila.	Rguri	Irbinguri	E	0	4	4	+1	1	-1	6	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Lish	2009	Dan.	F514000-A	Ic 	Di 			{ -1 }	(A01-2)	[5028]				413	ImDa	M3 V M0 V	2	P	13	0	2	6	5	1	4	0	0	0	10	4	1	3	F	2597								Ic 																		Di 				B									Lish 5835	514-	M3 V M0 V	Narvik	Dan.	Ikhukir	Iikhukirpin	A	0	1	1	-2	-2	-1	5	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Lish	2010	Inandaa.	C592000-A	He 	Di 			{ 0 }	(904+1)	[4028]				603	ImDa	M1 V	1	P	13	0	5	3	5	9	2	0	0	0	10	6	0	3	C	2608						He 																				Di 				B									Lish 5846	592-	M1 V	Urkakhir	Inandaa.	Kugmumkhi	Khugmumkhigi	9	0	4	4	+1	1	+0	4	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	0						
Milieu 0	Lish	2012	Iimavlir.	F84A000-8	Wa 	Di 			{ -3 }	(801-2)	[7028]				102	ImDa	M0 V	1	P	8	0	2	6	8	4	10	0	0	0	8	1	0	2	F	2727																		Wa 								Di 				B									Lish 5965	84A-	M0 V	Khinler	Iimavlir.	Adishsum	Amdishsumur	8	0	1	1	-2	-2	-3	7	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-3						
Milieu 0	Lish	2013	Indum	D548000-A		Di 			{ -1 }	(901-5)	[1028]				613	ImDa	K6 V	1	P	7	0	3	4	5	4	8	0	0	0	10	6	1	3	D	2733																										Di 				B									Lish 5971	548-	K6 V	Imkergi	Indum	Aionome	Aalalapa	9	0	1	1	-5	-5	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	2016	Uumar Gi.	D99A000-A	Wa 	Di 			{ -1 }	(E04+1)	[6028]				615	ImDa	M2 V M3 V	2	P	10	0	4	4	9	9	10	0	0	0	10	6	1	5	D	2757																		Wa 								Di 				B									Lish 5995	99A-	M2 V M3 V	Adeshur	Uumar Gi.	Egaguka	Kergaguka	E	0	4	4	+1	1	-1	6	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	2017	Gik.	C576000-A		Di 			{ 0 }	(904+1)	[4028]				603	ImDa	M0 V M7 V	2	P	11	0	5	3	5	7	6	0	0	0	10	6	0	3	C	2830																										Di 				B									Lish 6068	576-	M0 V M7 V	Kangerla	Gik.	Sashi	Shashilar	9	0	4	4	+1	1	+0	4	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	0						
Milieu 0	Lish	2018	Gan.	C582000-A		Di 			{ 0 }	(B04+2)	[5028]				414	ImDa	K7 V M7 V	2	D	8	0	5	3	5	8	2	0	0	0	10	4	1	4	C	2867																										Di 				B									Lish 6105	582-	K7 V M7 V	Ammur	Gan.	Nedga	Nedga	B	0	4	4	+2	2	+0	5	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	0						
Milieu 0	Lish	2021	Masarma.	F99A000-7	Wa 	Di 			{ -3 }	(701-1)	[7028]				104	ImDa	M0 V M9 V	2	L	10	0	3	6	9	9	10	0	0	0	7	1	0	4	F	2889																		Wa 								Di 				B									Lish 6127	99A-	M0 V M9 V	Keshi	Masarma.	Ashikhuuk	Adshikhuuklen	7	0	1	1	-1	-1	-3	7	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-3						
Milieu 0	Lish	2022	Lagi	F645000-A		Di 			{ -1 }	(702-2)	[5028]				123	ImDa	G8 V	1	P	11	0	1	6	6	4	5	0	0	0	10	1	2	3	F	2921																										Di 				B									Lish 6159	645-	G8 V	Ukim	Lagi	Zezaggilaa	Ezaggilaa	7	0	2	2	-2	-2	-1	5	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	2023	Khuukhuua.	F545000-9		Di 			{ -2 }	(401-5)	[1028]				214	ImDa	F5 V M4 V	2	P	13	0	1	6	5	4	5	0	0	0	9	2	1	4	F	3017																										Di 				B									Lish 6255	545-	F5 V M4 V	Shurkinish	Khuukhuua.	Kagirgi	Khagirgirmuuk	4	0	1	1	-5	-5	-2	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-2						
Milieu 0	Lish	2024	Shegu Apis.	C677000-8		Di 			{ -2 }	(401-3)	[1028]				600	ImDa	K4 V M7 V	2	P	8	0	5	3	6	7	7	0	0	0	8	6	0	0	C	3050																										Di 				B									Lish 6288	677-	K4 V M7 V	Silaa	Shegu Apis.	Feyey	Amkun	4	0	1	1	-3	-3	-2	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Lish	2025	Kingir.	D652000-9	Po 	Di 			{ -2 }	(802+2)	[9028]				410	ImDa	K0 V M2 V	2	H	11	0	3	4	6	5	2	0	0	0	9	4	1	0	D	3075														Po 												Di 				B									Lish 6313	652-	K0 V M2 V	Akgangu	Kingir.	Ikhega	Irkhegassiis	8	0	2	2	+2	2	-2	9	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-2						
Milieu 0	Lish	2032	Kharbarbi.	C85A000-6	Wa 	Di 			{ -2 }	(904+1)	[7028]				010	ImDa	M3 V M2 V	2	P	10	0	7	3	8	5	10	0	0	0	6	0	1	0	C	3103																		Wa 								Di 				B									Lish 6341	85A-	M3 V M2 V	Khadi	Kharbarbi.	Isgim	Liisgim	9	0	4	4	+1	1	-2	7	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-2						
